bidding_exercise,category,month,year,quota_premium,adjusted_premium
2,Cat A: ≤1600cc or ≤97kW,Mar,2008,15389,21638.98927120098
2,Cat B: >1600cc or >97kW,Mar,2008,19001,26717.943670289802
2,Cat D: Motorcycles,Mar,2008,901,1266.9263326630762
2,Cat C: Buses,Mar,2008,17610,24762.01189588987
1,Cat A: ≤1600cc or ≤97kW,Mar,2008,14351,20179.422641562494
1,Cat B: >1600cc or >97kW,Mar,2008,18000,25310.403982170224
1,Cat D: Motorcycles,Mar,2008,959,1348.482078827847
1,Cat C: Buses,Mar,2008,16310,22934.038274955354
2,Cat A: ≤1600cc or ≤97kW,Feb,2008,12856,18147.939017504235
2,Cat B: >1600cc or >97kW,Feb,2008,15510,21894.4099378882
2,Cat D: Motorcycles,Feb,2008,951,1342.4618859401467
2,Cat C: Buses,Feb,2008,15002,21177.300959909655
1,Cat A: ≤1600cc or ≤97kW,Feb,2008,12002,16942.405420666288
1,Cat B: >1600cc or >97kW,Feb,2008,13209,18646.245059288536
1,Cat D: Motorcycles,Feb,2008,999,1410.2202145680405
1,Cat C: Buses,Feb,2008,13001,18352.62563523433
2,Cat A: ≤1600cc or ≤97kW,Jan,2008,12001,17052.688416505625
2,Cat B: >1600cc or >97kW,Jan,2008,13289,18882.857792429237
2,Cat D: Motorcycles,Jan,2008,1012,1437.9902239399794
2,Cat C: Buses,Jan,2008,12501,17763.15789473684
1,Cat A: ≤1600cc or ≤97kW,Jan,2008,14052,19967.03421621007
1,Cat B: >1600cc or >97kW,Jan,2008,15989,22719.3929748778
1,Cat D: Motorcycles,Jan,2008,1101,1564.4537910651356
1,Cat C: Buses,Jan,2008,13000,18472.206434011594
1,Cat A: ≤1600cc or ≤97kW,Jan,2007,11704,17637.662376804605
1,Cat B: >1600cc or >97kW,Jan,2007,13001,19592.211941288162
1,Cat C: Buses,Jan,2007,1,1.5069773049217878
1,Cat D: Motorcycles,Jan,2007,1214,1829.4704481750505
2,Cat A: ≤1600cc or ≤97kW,Jan,2007,11881,17904.39735977576
2,Cat B: >1600cc or >97kW,Jan,2007,12000,18083.727659061453
2,Cat C: Buses,Jan,2007,1,1.5069773049217878
2,Cat D: Motorcycles,Jan,2007,1189,1791.7960155520057
1,Cat A: ≤1600cc or ≤97kW,Feb,2007,11489,17305.83840453094
1,Cat B: >1600cc or >97kW,Feb,2007,12152,18304.51286377056
1,Cat C: Buses,Feb,2007,1,1.5062963186117972
1,Cat D: Motorcycles,Feb,2007,1001,1507.802614930409
2,Cat A: ≤1600cc or ≤97kW,Feb,2007,5200,7832.740856781345
2,Cat B: >1600cc or >97kW,Feb,2007,6002,9040.790504308006
2,Cat C: Buses,Feb,2007,1,1.5062963186117972
2,Cat D: Motorcycles,Feb,2007,901,1357.1729830692293
1,Cat A: ≤1600cc or ≤97kW,Mar,2007,12602,18968.060447334356
1,Cat B: >1600cc or >97kW,Mar,2007,13502,20322.706884614225
1,Cat C: Buses,Mar,2007,1,1.5051627080887444
1,Cat D: Motorcycles,Mar,2007,964,1450.9768505975496
2,Cat A: ≤1600cc or ≤97kW,Mar,2007,13504,20325.717210030405
2,Cat B: >1600cc or >97kW,Mar,2007,14652,22053.643998916283
2,Cat C: Buses,Mar,2007,1091,1642.1325145248202
2,Cat D: Motorcycles,Mar,2007,1001,1506.667870796833
1,Cat A: ≤1600cc or ≤97kW,Apr,2007,14000,20911.440051382397
1,Cat B: >1600cc or >97kW,Apr,2007,14889,22239.31649464518
1,Cat C: Buses,Apr,2007,2600,3883.553152399588
1,Cat D: Motorcycles,Apr,2007,1013,1513.0920551464549
2,Cat A: ≤1600cc or ≤97kW,Apr,2007,14601,21809.138299302456
2,Cat B: >1600cc or >97kW,Apr,2007,15989,23882.35821296808
2,Cat C: Buses,Apr,2007,5289,7900.043316554393
2,Cat D: Motorcycles,Apr,2007,1184,1768.5103586311968
1,Cat A: ≤1600cc or ≤97kW,May,2007,16159,23979.75840679073
1,Cat B: >1600cc or >97kW,May,2007,17879,26532.217374528835
1,Cat C: Buses,May,2007,8300,12317.098507108301
1,Cat D: Motorcycles,May,2007,1345,1995.9635532603213
2,Cat A: ≤1600cc or ≤97kW,May,2007,17010,25242.632000712314
2,Cat B: >1600cc or >97kW,May,2007,18900,28047.36888968035
2,Cat C: Buses,May,2007,10000,14839.877719407594
2,Cat D: Motorcycles,May,2007,1352,2006.3514676639065
1,Cat A: ≤1600cc or ≤97kW,Jun,2007,16181,23945.600378843934
1,Cat B: >1600cc or >97kW,Jun,2007,19802,29304.170242992866
1,Cat C: Buses,Jun,2007,6889,10194.749459851422
1,Cat D: Motorcycles,Jun,2007,1252,1852.783614999852
2,Cat A: ≤1600cc or ≤97kW,Jun,2007,15591,23072.48349957084
2,Cat B: >1600cc or >97kW,Jun,2007,18891,27956.018587030514
2,Cat C: Buses,Jun,2007,5501,8140.705004883535
2,Cat D: Motorcycles,Jun,2007,1053,1558.2916506348597
1,Cat A: ≤1600cc or ≤97kW,Jul,2007,14801,21573.600361479148
1,Cat B: >1600cc or >97kW,Jul,2007,17399,25360.385966446574
1,Cat C: Buses,Jul,2007,4909,7155.246549185943
1,Cat D: Motorcycles,Jul,2007,1082,1577.0985467955165
2,Cat A: ≤1600cc or ≤97kW,Jul,2007,16000,23321.235442447563
2,Cat B: >1600cc or >97kW,Jul,2007,17602,25656.274141122627
2,Cat C: Buses,Jul,2007,3889,5668.517789729911
2,Cat D: Motorcycles,Jul,2007,1052,1533.3712303409272
1,Cat A: ≤1600cc or ≤97kW,Aug,2007,17001,24652.349810768093
1,Cat B: >1600cc or >97kW,Aug,2007,18001,26102.40273769993
1,Cat C: Buses,Aug,2007,5767,8362.455229615882
1,Cat D: Motorcycles,Aug,2007,1251,1814.0162115917233
2,Cat A: ≤1600cc or ≤97kW,Aug,2007,8118,11771.52966083262
2,Cat B: >1600cc or >97kW,Aug,2007,16010,23215.34736017865
2,Cat C: Buses,Aug,2007,6890,9990.86466656033
2,Cat D: Motorcycles,Aug,2007,1189,1724.1129301219496
1,Cat A: ≤1600cc or ≤97kW,Sep,2007,17999,26162.858305715446
1,Cat B: >1600cc or >97kW,Sep,2007,18200,26455.02645502645
1,Cat C: Buses,Sep,2007,9539,13865.631722774579
1,Cat D: Motorcycles,Sep,2007,1081,1571.3122855979998
2,Cat A: ≤1600cc or ≤97kW,Sep,2007,17941,26078.551078551078
2,Cat B: >1600cc or >97kW,Sep,2007,19589,28474.0391883249
2,Cat C: Buses,Sep,2007,10501,15263.968835397405
2,Cat D: Motorcycles,Sep,2007,1054,1532.0658177801033
1,Cat A: ≤1600cc or ≤97kW,Oct,2007,16999,24430.168721795868
1,Cat B: >1600cc or >97kW,Oct,2007,17102,24578.195510333135
1,Cat C: Buses,Oct,2007,13989,20104.337328619473
1,Cat D: Motorcycles,Oct,2007,1101,1582.3057687332932
2,Cat A: ≤1600cc or ≤97kW,Oct,2007,12401,17822.1379092294
2,Cat B: >1600cc or >97kW,Oct,2007,17589,25278.08916098991
2,Cat C: Buses,Oct,2007,15889,22834.92857348165
2,Cat D: Motorcycles,Oct,2007,1050,1509.0109511080452
1,Cat A: ≤1600cc or ≤97kW,Nov,2007,16839,24016.601534643578
1,Cat B: >1600cc or >97kW,Nov,2007,18001,25673.902501640183
1,Cat C: Buses,Nov,2007,15001,21395.156459480273
1,Cat D: Motorcycles,Nov,2007,1301,1855.5495336166814
2,Cat A: ≤1600cc or ≤97kW,Nov,2007,14404,20543.68599709045
2,Cat B: >1600cc or >97kW,Nov,2007,16401,23391.904612488233
2,Cat C: Buses,Nov,2007,14389,20522.292266879653
2,Cat D: Motorcycles,Nov,2007,1052,1500.4136121174088
1,Cat A: ≤1600cc or ≤97kW,Dec,2007,12001,17161.44716144716
1,Cat B: >1600cc or >97kW,Dec,2007,13114,18753.038753038752
1,Cat C: Buses,Dec,2007,13000,18590.01859001859
1,Cat D: Motorcycles,Dec,2007,1012,1447.161447161447
2,Cat A: ≤1600cc or ≤97kW,Dec,2007,14001,20021.45002145002
2,Cat B: >1600cc or >97kW,Dec,2007,15802,22596.882596882595
2,Cat C: Buses,Dec,2007,11851,16946.946946946944
2,Cat D: Motorcycles,Dec,2007,889,1271.2712712712712
1,Cat A: ≤1600cc or ≤97kW,Jan,2006,10602,15912.706751118181
1,Cat B: >1600cc or >97kW,Jan,2006,11602,17413.62230960886
1,Cat C: Buses,Jan,2006,5889,8838.89172395161
1,Cat D: Motorcycles,Jan,2006,479,718.9385525170353
2,Cat A: ≤1600cc or ≤97kW,Jan,2006,8009,12020.83270795185
2,Cat B: >1600cc or >97kW,Jan,2006,9603,14413.292108185993
2,Cat C: Buses,Jan,2006,6302,9458.769849608261
2,Cat D: Motorcycles,Jan,2006,401,601.8671389547624
1,Cat A: ≤1600cc or ≤97kW,Feb,2006,10284,15444.688072567807
1,Cat B: >1600cc or >97kW,Feb,2006,9501,14268.765205899139
1,Cat C: Buses,Feb,2006,7296,10957.258282521852
1,Cat D: Motorcycles,Feb,2006,452,678.8213738623734
2,Cat A: ≤1600cc or ≤97kW,Feb,2006,10103,15172.859159583097
2,Cat B: >1600cc or >97kW,Feb,2006,10489,15752.560598323973
2,Cat C: Buses,Feb,2006,8313,12484.606373712191
2,Cat D: Motorcycles,Feb,2006,495,743.3995134112276
1,Cat A: ≤1600cc or ≤97kW,Mar,2006,11199,16843.894295125363
1,Cat B: >1600cc or >97kW,Mar,2006,12555,18883.390738039016
1,Cat C: Buses,Mar,2006,8430,12679.170364131334
1,Cat D: Motorcycles,Mar,2006,609,915.9685352023705
2,Cat A: ≤1600cc or ≤97kW,Mar,2006,11904,17904.251959029585
2,Cat B: >1600cc or >97kW,Mar,2006,13556,20388.948215440614
2,Cat C: Buses,Mar,2006,8600,12934.85944620753
2,Cat D: Motorcycles,Mar,2006,789,1186.698151518342
1,Cat A: ≤1600cc or ≤97kW,Apr,2006,11901,17851.410742946286
1,Cat B: >1600cc or >97kW,Apr,2006,13402,20102.89948550257
1,Cat C: Buses,Apr,2006,10059,15088.42455787721
1,Cat D: Motorcycles,Apr,2006,851,1276.4936175319124
2,Cat A: ≤1600cc or ≤97kW,Apr,2006,11901,17851.410742946286
2,Cat B: >1600cc or >97kW,Apr,2006,13101,19651.401742991286
2,Cat C: Buses,Apr,2006,11301,16951.415242923784
2,Cat D: Motorcycles,Apr,2006,756,1133.9943300283499
1,Cat A: ≤1600cc or ≤97kW,May,2006,10003,15026.739574570365
1,Cat B: >1600cc or >97kW,May,2006,11519,17304.110082922725
1,Cat C: Buses,May,2006,12101,18178.404037976205
1,Cat D: Motorcycles,May,2006,802,1204.7830789568561
2,Cat A: ≤1600cc or ≤97kW,May,2006,10100,15172.455233745944
2,Cat B: >1600cc or >97kW,May,2006,11801,17727.737050835236
2,Cat C: Buses,May,2006,11100,16674.67852421584
2,Cat D: Motorcycles,May,2006,809,1215.2986419901454
1,Cat A: ≤1600cc or ≤97kW,Jun,2006,11202,16888.285843509726
1,Cat B: >1600cc or >97kW,Jun,2006,12200,18392.884064525857
1,Cat C: Buses,Jun,2006,8657,13051.409618573798
1,Cat D: Motorcycles,Jun,2006,1001,1509.1210613598673
2,Cat A: ≤1600cc or ≤97kW,Jun,2006,9301,14022.312679029097
2,Cat B: >1600cc or >97kW,Jun,2006,11001,16585.255540479422
2,Cat C: Buses,Jun,2006,6308,9510.025629428616
2,Cat D: Motorcycles,Jun,2006,1061,1599.5778682345847
1,Cat A: ≤1600cc or ≤97kW,Jul,2006,10201,15305.555972332668
1,Cat B: >1600cc or >97kW,Jul,2006,10801,16205.79453555192
1,Cat C: Buses,Jul,2006,5951,8928.866149529626
1,Cat D: Motorcycles,Jul,2006,900,1350.3578448288797
2,Cat A: ≤1600cc or ≤97kW,Jul,2006,10803,16208.795330762652
2,Cat B: >1600cc or >97kW,Jul,2006,10600,15904.21461687347
2,Cat C: Buses,Jul,2006,5501,8253.687227115186
2,Cat D: Motorcycles,Jul,2006,881,1321.8502903269366
1,Cat A: ≤1600cc or ≤97kW,Aug,2006,11901,17846.324565875893
1,Cat B: >1600cc or >97kW,Aug,2006,12501,18746.06364154395
1,Cat C: Buses,Aug,2006,9001,13497.585700146956
1,Cat D: Motorcycles,Aug,2006,1057,1585.0403383018922
2,Cat A: ≤1600cc or ≤97kW,Aug,2006,12989,19477.851423087304
2,Cat B: >1600cc or >97kW,Aug,2006,13890,20828.9596017155
2,Cat C: Buses,Aug,2006,10806,16204.300752781692
2,Cat D: Motorcycles,Aug,2006,902,1352.607743754311
1,Cat A: ≤1600cc or ≤97kW,Sep,2006,13003,19497.96818065948
1,Cat B: >1600cc or >97kW,Sep,2006,14701,22044.115221400833
1,Cat C: Buses,Sep,2006,15201,22793.864055541395
1,Cat D: Motorcycles,Sep,2006,902,1352.5468967895756
2,Cat A: ≤1600cc or ≤97kW,Sep,2006,13102,19646.418449819314
2,Cat B: >1600cc or >97kW,Sep,2006,14399,21591.266925579934
2,Cat C: Buses,Sep,2006,14200,21292.866889591987
2,Cat D: Motorcycles,Sep,2006,857,1285.069501716925
1,Cat A: ≤1600cc or ≤97kW,Oct,2006,12001,17941.664548729987
1,Cat B: >1600cc or >97kW,Oct,2006,12501,18689.17161267174
1,Cat C: Buses,Oct,2006,11203,16748.643274678947
1,Cat D: Motorcycles,Oct,2006,1001,1496.5091420113922
2,Cat A: ≤1600cc or ≤97kW,Oct,2006,10510,15712.598484055676
2,Cat B: >1600cc or >97kW,Oct,2006,12989,19418.73850707889
2,Cat C: Buses,Oct,2006,2001,2991.5232698949007
2,Cat D: Motorcycles,Oct,2006,1102,1647.5055689276264
1,Cat A: ≤1600cc or ≤97kW,Nov,2006,12979,19403.788365800057
1,Cat B: >1600cc or >97kW,Nov,2006,13811,20647.640120199136
1,Cat C: Buses,Nov,2006,3669,5485.206835204593
1,Cat D: Motorcycles,Nov,2006,1201,1795.5119675880937
2,Cat A: ≤1600cc or ≤97kW,Nov,2006,12689,18970.23426871384
2,Cat B: >1600cc or >97kW,Nov,2006,14509,21691.159981461828
2,Cat C: Buses,Nov,2006,1003,1499.4991702671591
2,Cat D: Motorcycles,Nov,2006,702,1049.499917774223
1,Cat A: ≤1600cc or ≤97kW,Dec,2006,12200,18184.799296456946
1,Cat B: >1600cc or >97kW,Dec,2006,14389,21447.629268583525
1,Cat C: Buses,Dec,2006,509,758.6936755652939
1,Cat D: Motorcycles,Dec,2006,1251,1864.6872065465277
2,Cat A: ≤1600cc or ≤97kW,Dec,2006,9605,14316.803052661391
2,Cat B: >1600cc or >97kW,Dec,2006,12889,19211.793289510948
2,Cat C: Buses,Dec,2006,1,1.4905573193817168
2,Cat D: Motorcycles,Dec,2006,1210,1803.5743564518773
1,Cat A: ≤1600cc or ≤97kW,Jan,2005,18400,27998.417480751086
1,Cat B: >1600cc or >97kW,Jan,2005,14002,21306.187041601996
1,Cat C: Buses,Jan,2005,3710,5645.333089868833
1,Cat D: Motorcycles,Jan,2005,552,839.9525244225326
2,Cat A: ≤1600cc or ≤97kW,Jan,2005,19501,29673.75757022429
2,Cat B: >1600cc or >97kW,Jan,2005,19502,29675.279223348243
2,Cat C: Buses,Jan,2005,4189,6374.204936242733
2,Cat D: Motorcycles,Jan,2005,511,777.5647463404242
1,Cat A: ≤1600cc or ≤97kW,Feb,2005,18200,27705.891307657177
1,Cat B: >1600cc or >97kW,Feb,2005,16533,25168.214340082206
1,Cat C: Buses,Feb,2005,4301,6547.41969858426
1,Cat D: Motorcycles,Feb,2005,224,340.9955853250114
2,Cat A: ≤1600cc or ≤97kW,Feb,2005,18159,27643.47693712894
2,Cat B: >1600cc or >97kW,Feb,2005,16891,25713.198355914144
2,Cat C: Buses,Feb,2005,4499,6848.835439184047
2,Cat D: Motorcycles,Feb,2005,512,779.4184807428833
1,Cat A: ≤1600cc or ≤97kW,Mar,2005,20654,31434.92024838671
1,Cat B: >1600cc or >97kW,Mar,2005,21710,33042.12833313041
1,Cat C: Buses,Mar,2005,6590,10029.83075611835
1,Cat D: Motorcycles,Mar,2005,851,1295.2027273834167
2,Cat A: ≤1600cc or ≤97kW,Mar,2005,18901,28766.893948618046
2,Cat B: >1600cc or >97kW,Mar,2005,18001,27397.11433093876
2,Cat C: Buses,Mar,2005,7100,10806.039206136613
2,Cat D: Motorcycles,Mar,2005,781,1188.6643126750275
1,Cat A: ≤1600cc or ≤97kW,Apr,2005,18279,27725.28022569734
1,Cat B: >1600cc or >97kW,Apr,2005,16110,24435.377451500855
1,Cat C: Buses,Apr,2005,7100,10769.160763852022
1,Cat D: Motorcycles,Apr,2005,603,914.6202733243338
2,Cat A: ≤1600cc or ≤97kW,Apr,2005,18101,27455.292814997953
2,Cat B: >1600cc or >97kW,Apr,2005,17701,26848.579532527416
2,Cat C: Buses,Apr,2005,6841,10376.31391345235
2,Cat D: Motorcycles,Apr,2005,591,896.4188748502177
1,Cat A: ≤1600cc or ≤97kW,May,2005,17398,26430.2859052654
1,Cat B: >1600cc or >97kW,May,2005,16508,25078.236563060193
1,Cat C: Buses,May,2005,5800,8811.108072797984
1,Cat D: Motorcycles,May,2005,702,1066.447908121411
2,Cat A: ≤1600cc or ≤97kW,May,2005,16897,25669.188466563366
2,Cat B: >1600cc or >97kW,May,2005,16108,24470.573937349985
2,Cat C: Buses,May,2005,5900,8963.023729225535
2,Cat D: Motorcycles,May,2005,782,1187.9804332634521
1,Cat A: ≤1600cc or ≤97kW,Jun,2005,17481,26664.937917569172
1,Cat B: >1600cc or >97kW,Jun,2005,16002,24408.920345343053
1,Cat C: Buses,Jun,2005,6450,9838.616187193018
1,Cat D: Motorcycles,Jun,2005,699,1066.2314286585922
2,Cat A: ≤1600cc or ≤97kW,Jun,2005,17289,26372.067482229475
2,Cat B: >1600cc or >97kW,Jun,2005,15001,22882.028127764726
2,Cat C: Buses,Jun,2005,6101,9306.263156289087
2,Cat D: Motorcycles,Jun,2005,701,1069.2821623600476
1,Cat A: ≤1600cc or ≤97kW,Jul,2005,16112,24446.197730169326
1,Cat B: >1600cc or >97kW,Jul,2005,15501,23519.147903137706
1,Cat C: Buses,Jul,2005,6524,9898.646598288524
1,Cat D: Motorcycles,Jul,2005,752,1140.9844025004552
2,Cat A: ≤1600cc or ≤97kW,Jul,2005,16500,25034.897129331795
2,Cat B: >1600cc or >97kW,Jul,2005,16501,25036.414395824482
2,Cat C: Buses,Jul,2005,6501,9863.749468956727
2,Cat D: Motorcycles,Jul,2005,652,989.2577532317777
1,Cat A: ≤1600cc or ≤97kW,Aug,2005,16502,24920.34008366179
1,Cat B: >1600cc or >97kW,Aug,2005,15889,23994.623899485043
1,Cat C: Buses,Aug,2005,6500,9815.913861580513
1,Cat D: Motorcycles,Aug,2005,673,1016.3246198221055
2,Cat A: ≤1600cc or ≤97kW,Aug,2005,16101,24314.773705431977
2,Cat B: >1600cc or >97kW,Aug,2005,16303,24619.82210543802
2,Cat C: Buses,Aug,2005,6420,9695.102614053369
2,Cat D: Motorcycles,Aug,2005,652,984.61166734623
1,Cat A: ≤1600cc or ≤97kW,Sep,2005,16461,24796.264216313924
1,Cat B: >1600cc or >97kW,Sep,2005,16889,25440.98817503954
1,Cat C: Buses,Sep,2005,7101,10696.693530164946
1,Cat D: Motorcycles,Sep,2005,656,988.1750395420652
2,Cat A: ≤1600cc or ≤97kW,Sep,2005,15309,23060.932439557128
2,Cat B: >1600cc or >97kW,Sep,2005,14808,22306.243880394664
2,Cat C: Buses,Sep,2005,7264,10942.230925660917
2,Cat D: Motorcycles,Sep,2005,590,888.7549898320403
1,Cat A: ≤1600cc or ≤97kW,Oct,2005,11991,18009.101422284966
1,Cat B: >1600cc or >97kW,Oct,2005,11002,16523.737290299327
1,Cat C: Buses,Oct,2005,7334,11014.823603622546
1,Cat D: Motorcycles,Oct,2005,551,827.5385608939218
2,Cat A: ≤1600cc or ≤97kW,Oct,2005,14501,21778.832434705557
2,Cat B: >1600cc or >97kW,Oct,2005,14101,21178.078488503073
2,Cat C: Buses,Oct,2005,7911,11881.41117101963
2,Cat D: Motorcycles,Oct,2005,571,857.5762582040461
1,Cat A: ≤1600cc or ≤97kW,Nov,2005,14700,22104.598357944124
1,Cat B: >1600cc or >97kW,Nov,2005,14751,22181.287780818624
1,Cat C: Buses,Nov,2005,8889,13366.51529277315
1,Cat D: Motorcycles,Nov,2005,602,905.2359327539021
2,Cat A: ≤1600cc or ≤97kW,Nov,2005,14001,21053.50215031127
2,Cat B: >1600cc or >97kW,Nov,2005,14897,22400.830050224056
2,Cat C: Buses,Nov,2005,8711,13098.854169799406
2,Cat D: Motorcycles,Nov,2005,579,870.6505067516767
1,Cat A: ≤1600cc or ≤97kW,Dec,2005,13700,20594.071312608983
1,Cat B: >1600cc or >97kW,Dec,2005,13301,19994.287775840297
1,Cat C: Buses,Dec,2005,8501,12778.846732006494
1,Cat D: Motorcycles,Dec,2005,554,832.7821538091516
2,Cat A: ≤1600cc or ≤97kW,Dec,2005,12081,18160.363177199208
2,Cat B: >1600cc or >97kW,Dec,2005,9001,13530.455174072515
2,Cat C: Buses,Dec,2005,5010,7531.116589501533
2,Cat D: Motorcycles,Dec,2005,552,829.7757200408874
1,Cat A: ≤1600cc or ≤97kW,Jan,2004,23801,36366.83117637172
1,Cat B: >1600cc or >97kW,Jan,2004,24293,37118.58450349137
1,Cat C: Buses,Jan,2004,6119,9349.55001757147
1,Cat D: Motorcycles,Jan,2004,251,383.5164331443763
2,Cat A: ≤1600cc or ≤97kW,Jan,2004,24001,36672.421959753694
2,Cat B: >1600cc or >97kW,Jan,2004,22002,33618.04207985087
2,Cat C: Buses,Jan,2004,5502,8406.802450838082
2,Cat D: Motorcycles,Jan,2004,210,320.87032255107187
1,Cat A: ≤1600cc or ≤97kW,Feb,2004,24489,37237.1322131833
1,Cat B: >1600cc or >97kW,Feb,2004,23508,35745.45731011937
1,Cat C: Buses,Feb,2004,5497,8358.549380369497
1,Cat D: Motorcycles,Feb,2004,189,287.38690792974984
2,Cat A: ≤1600cc or ≤97kW,Feb,2004,24389,37085.07564814111
2,Cat B: >1600cc or >97kW,Feb,2004,22001,33453.964874933474
2,Cat C: Buses,Feb,2004,5700,8667.224207405156
2,Cat D: Motorcycles,Feb,2004,169,256.97559492131074
1,Cat A: ≤1600cc or ≤97kW,Mar,2004,24597,37513.15408195946
1,Cat B: >1600cc or >97kW,Mar,2004,25699,39193.82635086702
1,Cat C: Buses,Mar,2004,7226,11020.451737863928
1,Cat D: Motorcycles,Mar,2004,203,309.5975232198142
2,Cat A: ≤1600cc or ≤97kW,Mar,2004,24940,38036.26713843432
2,Cat B: >1600cc or >97kW,Mar,2004,25058,38216.23023074929
2,Cat C: Buses,Mar,2004,8658,13204.410620872668
2,Cat D: Motorcycles,Mar,2004,456,695.4505940307157
1,Cat A: ≤1600cc or ≤97kW,Apr,2004,26689,40646.03575888641
1,Cat B: >1600cc or >97kW,Apr,2004,28001,42644.1472998081
1,Cat C: Buses,Apr,2004,12809,19507.47768876976
1,Cat D: Motorcycles,Apr,2004,851,1296.0311900338095
2,Cat A: ≤1600cc or ≤97kW,Apr,2004,27564,41978.61776979074
2,Cat B: >1600cc or >97kW,Apr,2004,28022,42676.12926806981
2,Cat C: Buses,Apr,2004,15202,23151.899119734397
2,Cat D: Motorcycles,Apr,2004,853,1299.0770917730192
1,Cat A: ≤1600cc or ≤97kW,May,2004,27507,41791.24886052872
1,Cat B: >1600cc or >97kW,May,2004,26700,40565.17775752051
1,Cat C: Buses,May,2004,13089,19886.05287146764
1,Cat D: Motorcycles,May,2004,803,1219.9939228198118
2,Cat A: ≤1600cc or ≤97kW,May,2004,27501,41782.13309024613
2,Cat B: >1600cc or >97kW,May,2004,27990,42525.06836827713
2,Cat C: Buses,May,2004,11101,16865.694317836525
2,Cat D: Motorcycles,May,2004,801,1216.9553327256153
1,Cat A: ≤1600cc or ≤97kW,Jun,2004,28798,43864.61950892585
1,Cat B: >1600cc or >97kW,Jun,2004,30300,46152.44013891427
1,Cat C: Buses,Jun,2004,9003,13713.215134344726
1,Cat D: Motorcycles,Jun,2004,1001,1524.7060257113264
2,Cat A: ≤1600cc or ≤97kW,Jun,2004,28331,43153.293121306284
2,Cat B: >1600cc or >97kW,Jun,2004,30400,46304.75842320112
2,Cat C: Buses,Jun,2004,8989,13691.890574544568
2,Cat D: Motorcycles,Jun,2004,722,1099.7380125510267
1,Cat A: ≤1600cc or ≤97kW,Jul,2004,27769,42182.895336472735
1,Cat B: >1600cc or >97kW,Jul,2004,28990,44037.67279355917
1,Cat C: Buses,Jul,2004,8626,13103.448275862069
1,Cat D: Motorcycles,Jul,2004,658,999.5442807230746
2,Cat A: ≤1600cc or ≤97kW,Jul,2004,27019,41043.5971441592
2,Cat B: >1600cc or >97kW,Jul,2004,27001,41016.25398754368
2,Cat C: Buses,Jul,2004,8503,12916.60337232265
2,Cat D: Motorcycles,Jul,2004,551,837.0044052863436
1,Cat A: ≤1600cc or ≤97kW,Aug,2004,26298,40000
1,Cat B: >1600cc or >97kW,Aug,2004,27086,41198.570233477825
1,Cat C: Buses,Aug,2004,8192,12460.263137881208
1,Cat D: Motorcycles,Aug,2004,652,991.71039622785
2,Cat A: ≤1600cc or ≤97kW,Aug,2004,25797,39237.96486424823
2,Cat B: >1600cc or >97kW,Aug,2004,26301,40004.56308464522
2,Cat C: Buses,Aug,2004,7300,11103.505970035743
2,Cat D: Motorcycles,Aug,2004,564,857.8599133013917
1,Cat A: ≤1600cc or ≤97kW,Sep,2004,26801,40637.130033964095
1,Cat B: >1600cc or >97kW,Sep,2004,27799,42150.35177098496
1,Cat C: Buses,Sep,2004,7500,11371.906841339156
1,Cat D: Motorcycles,Sep,2004,701,1062.894226103833
2,Cat A: ≤1600cc or ≤97kW,Sep,2004,24189,36676.67394468705
2,Cat B: >1600cc or >97kW,Sep,2004,26101,39575.75206210578
2,Cat C: Buses,Sep,2004,6797,10305.980106744299
2,Cat D: Motorcycles,Sep,2004,699,1059.8617176128093
1,Cat A: ≤1600cc or ≤97kW,Oct,2004,23001,34926.202623906705
1,Cat B: >1600cc or >97kW,Oct,2004,23001,34926.202623906705
1,Cat C: Buses,Oct,2004,6300,9566.326530612245
1,Cat D: Motorcycles,Oct,2004,652,990.038872691934
2,Cat A: ≤1600cc or ≤97kW,Oct,2004,23784,36115.16034985423
2,Cat B: >1600cc or >97kW,Oct,2004,23005,34932.276482021385
2,Cat C: Buses,Oct,2004,5989,9094.084062196307
2,Cat D: Motorcycles,Oct,2004,602,914.1156462585035
1,Cat A: ≤1600cc or ≤97kW,Nov,2004,22496,34169.23614380971
1,Cat B: >1600cc or >97kW,Nov,2004,21301,32354.147363944285
1,Cat C: Buses,Nov,2004,5795,8802.041405288819
1,Cat D: Motorcycles,Nov,2004,651,988.8056867718759
2,Cat A: ≤1600cc or ≤97kW,Nov,2004,22001,33417.37928520437
2,Cat B: >1600cc or >97kW,Nov,2004,20300,30833.72571654237
2,Cat C: Buses,Nov,2004,5001,7596.032626030955
2,Cat D: Motorcycles,Nov,2004,611,928.0495769855855
1,Cat A: ≤1600cc or ≤97kW,Dec,2004,22463,34207.44057136766
1,Cat B: >1600cc or >97kW,Dec,2004,21302,32439.42924147593
1,Cat C: Buses,Dec,2004,4851,7387.272145826671
1,Cat D: Motorcycles,Dec,2004,663,1009.6395449769291
2,Cat A: ≤1600cc or ≤97kW,Dec,2004,20117,30634.869873756987
2,Cat B: >1600cc or >97kW,Dec,2004,18708,28489.195486317327
2,Cat C: Buses,Dec,2004,4301,6549.712945619565
2,Cat D: Motorcycles,Dec,2004,601,915.2237805899463
1,Cat A: ≤1600cc or ≤97kW,Jan,2003,28489,44119.742303165454
1,Cat B: >1600cc or >97kW,Jan,2003,29099,45064.42420863532
