bidding_exercise,category,month,year,quota_premium,adjusted_premium
1,Cat C: Buses,Oct,2016,48702,57516.38618246236
2,Cat A: ≤1600cc or ≤97kW,Sep,2016,50000,59041.63616182131
2,Cat B: >1600cc or >97kW,Sep,2016,55501,65537.3969723449
2,Cat D: Motorcycles,Sep,2016,6501,7676.593533760007
2,Cat C: Buses,Sep,2016,49890,58911.7445622653
1,Cat A: ≤1600cc or ≤97kW,Sep,2016,51506,60819.97024301537
1,Cat B: >1600cc or >97kW,Sep,2016,57002,67309.82688992277
1,Cat D: Motorcycles,Sep,2016,6452,7618.732730321422
1,Cat C: Buses,Sep,2016,49801,58806.650449897264
2,Cat A: ≤1600cc or ≤97kW,Aug,2016,53334,62984.48239212074
2,Cat B: >1600cc or >97kW,Aug,2016,56500,66723.35199225301
2,Cat D: Motorcycles,Aug,2016,6352,7501.358085925506
2,Cat C: Buses,Aug,2016,48001,56686.50653062189
1,Cat A: ≤1600cc or ≤97kW,Aug,2016,52503,62003.11769290725
1,Cat B: >1600cc or >97kW,Aug,2016,57903,68380.21682137037
1,Cat D: Motorcycles,Aug,2016,6206,7328.940220600392
1,Cat C: Buses,Aug,2016,48302,57041.97075981955
2,Cat A: ≤1600cc or ≤97kW,Jul,2016,53000,62601.136269680974
2,Cat B: >1600cc or >97kW,Jul,2016,57508,67925.77631314742
2,Cat D: Motorcycles,Jul,2016,6302,7443.629448519424
2,Cat C: Buses,Jul,2016,49890,58927.74883951667
1,Cat A: ≤1600cc or ≤97kW,Jul,2016,52301,61775.5099630299
1,Cat B: >1600cc or >97kW,Jul,2016,56089,66249.7194760403
1,Cat D: Motorcycles,Jul,2016,6012,7101.094929307962
1,Cat C: Buses,Jul,2016,47889,56564.26065695759
2,Cat A: ≤1600cc or ≤97kW,Jun,2016,55200,65326.21687830626
2,Cat B: >1600cc or >97kW,Jun,2016,57010,67468.25406217825
2,Cat D: Motorcycles,Jun,2016,6303,7459.259872897905
2,Cat C: Buses,Jun,2016,48002,56807.772873051756
1,Cat A: ≤1600cc or ≤97kW,Jun,2016,53694,63543.947265648116
1,Cat B: >1600cc or >97kW,Jun,2016,56000,66272.97364465852
1,Cat D: Motorcycles,Jun,2016,6302,7458.076426939964
1,Cat C: Buses,Jun,2016,46434,54952.12961100131
2,Cat A: ≤1600cc or ≤97kW,May,2016,47020,55651.556397206776
2,Cat B: >1600cc or >97kW,May,2016,49156,58179.666232690266
2,Cat D: Motorcycles,May,2016,6303,7460.0544443129365
2,Cat C: Buses,May,2016,43002,50895.96401941058
1,Cat A: ≤1600cc or ≤97kW,May,2016,47889,56680.080482897385
1,Cat B: >1600cc or >97kW,May,2016,51010,60374.00875843295
1,Cat D: Motorcycles,May,2016,6302,7458.870872292579
1,Cat C: Buses,May,2016,42302,50067.463605160374
2,Cat A: ≤1600cc or ≤97kW,Apr,2016,47300,56025.39502049132
2,Cat B: >1600cc or >97kW,Apr,2016,49602,58752.04320943785
2,Cat D: Motorcycles,Apr,2016,6501,7700.234524909388
2,Cat C: Buses,Apr,2016,43002,50934.54622983441
1,Cat A: ≤1600cc or ≤97kW,Apr,2016,46009,54496.24523251131
1,Cat B: >1600cc or >97kW,Apr,2016,47000,55670.05424869116
1,Cat D: Motorcycles,Apr,2016,6503,7702.603463388055
1,Cat C: Buses,Apr,2016,44213,52368.93847866771
2,Cat A: ≤1600cc or ≤97kW,Mar,2016,45504,53870.65077128888
2,Cat B: >1600cc or >97kW,Mar,2016,46502,55052.14930921404
2,Cat D: Motorcycles,Mar,2016,6589,7800.494856101055
2,Cat C: Buses,Mar,2016,46502,55052.14930921404
1,Cat A: ≤1600cc or ≤97kW,Mar,2016,45000,53273.98217097397
1,Cat B: >1600cc or >97kW,Mar,2016,47604,56356.769939267666
1,Cat D: Motorcycles,Mar,2016,6503,7698.682356840972
1,Cat C: Buses,Mar,2016,48890,57879.22196308705
2,Cat A: ≤1600cc or ≤97kW,Feb,2016,43000,50940.02108679943
2,Cat B: >1600cc or >97kW,Feb,2016,46970,55643.088149929514
2,Cat D: Motorcycles,Feb,2016,6353,7526.091952661321
2,Cat C: Buses,Feb,2016,45001,53310.50904481537
1,Cat A: ≤1600cc or ≤97kW,Feb,2016,46651,55265.18427256466
1,Cat B: >1600cc or >97kW,Feb,2016,38610,45739.40032933316
1,Cat D: Motorcycles,Feb,2016,6503,7703.789700638527
1,Cat C: Buses,Feb,2016,45036,53351.971852676725
2,Cat A: ≤1600cc or ≤97kW,Jan,2016,51301,60681.799363622384
2,Cat B: >1600cc or >97kW,Jan,2016,50089,59248.17544150176
2,Cat D: Motorcycles,Jan,2016,6512,7702.771436344496
2,Cat C: Buses,Jan,2016,46502,55005.26371819591
1,Cat A: ≤1600cc or ≤97kW,Jan,2016,45002,53230.976685868394
1,Cat B: >1600cc or >97kW,Jan,2016,54920,64962.56254361789
1,Cat D: Motorcycles,Jan,2016,6889,8148.708910469477
1,Cat C: Buses,Jan,2016,42036,49722.619793946134
2,Cat A: ≤1600cc or ≤97kW,Dec,2015,54301,64105.25818714141
2,Cat B: >1600cc or >97kW,Dec,2015,55001,64931.64592826954
2,Cat D: Motorcycles,Dec,2015,6600,7791.655844922438
2,Cat C: Buses,Dec,2015,46001,54306.66068519349
1,Cat A: ≤1600cc or ≤97kW,Dec,2015,56989,67278.58711307344
1,Cat B: >1600cc or >97kW,Dec,2015,60001,70834.41550775623
1,Cat D: Motorcycles,Dec,2015,6501,7674.781007248601
1,Cat C: Buses,Dec,2015,48101,56785.823908577906
2,Cat A: ≤1600cc or ≤97kW,Nov,2015,59200,69894.56782252448
2,Cat B: >1600cc or >97kW,Nov,2015,61103,72141.34759560325
2,Cat D: Motorcycles,Nov,2015,6502,7676.595945642806
2,Cat C: Buses,Nov,2015,45890,54180.09657729135
1,Cat A: ≤1600cc or ≤97kW,Nov,2015,56001,66117.66372684448
1,Cat B: >1600cc or >97kW,Nov,2015,57501,67888.64095207736
1,Cat D: Motorcycles,Nov,2015,5912,6980.011570384539
1,Cat C: Buses,Nov,2015,43809,51723.1608401516
2,Cat A: ≤1600cc or ≤97kW,Oct,2015,57301,67505.06573677018
2,Cat B: >1600cc or >97kW,Oct,2015,59889,70553.93242542764
2,Cat D: Motorcycles,Oct,2015,6302,7424.249564111022
2,Cat C: Buses,Oct,2015,42303,49836.247113708116
1,Cat A: ≤1600cc or ≤97kW,Oct,2015,56001,65973.56392252957
1,Cat B: >1600cc or >97kW,Oct,2015,58190,68552.37736204703
1,Cat D: Motorcycles,Oct,2015,6201,7305.263653927713
1,Cat C: Buses,Oct,2015,44890,52883.93572404693
2,Cat A: ≤1600cc or ≤97kW,Sep,2015,55399,65256.67302754022
2,Cat B: >1600cc or >97kW,Sep,2015,60001,70677.5508280915
2,Cat D: Motorcycles,Sep,2015,6158,7253.751737460833
2,Cat C: Buses,Sep,2015,45289,53347.70419582067
1,Cat A: ≤1600cc or ≤97kW,Sep,2015,57089,67247.39086390086
1,Cat B: >1600cc or >97kW,Sep,2015,62101,73151.22387919051
1,Cat D: Motorcycles,Sep,2015,6512,7670.742337503239
1,Cat C: Buses,Sep,2015,46801,55128.74879261196
2,Cat A: ≤1600cc or ≤97kW,Aug,2015,57498,67729.96595714605
2,Cat B: >1600cc or >97kW,Aug,2015,62140,73198.02575006185
2,Cat D: Motorcycles,Aug,2015,6112,7199.651325786578
2,Cat C: Buses,Aug,2015,46501,54776.01215647933
1,Cat A: ≤1600cc or ≤97kW,Aug,2015,56209,66211.58399396887
1,Cat B: >1600cc or >97kW,Aug,2015,60789,71606.61067461393
1,Cat D: Motorcycles,Aug,2015,6201,7304.489180497803
1,Cat C: Buses,Aug,2015,49302,58075.4596963236
2,Cat A: ≤1600cc or ≤97kW,Jul,2015,55889,65597.41784037558
2,Cat B: >1600cc or >97kW,Jul,2015,58109,68203.05164319249
2,Cat D: Motorcycles,Jul,2015,6312,7408.450704225352
2,Cat C: Buses,Jul,2015,50002,58687.79342723005
1,Cat A: ≤1600cc or ≤97kW,Jul,2015,58700,68896.71361502347
1,Cat B: >1600cc or >97kW,Jul,2015,65501,76879.10798122066
1,Cat D: Motorcycles,Jul,2015,6508,7638.497652582159
1,Cat C: Buses,Jul,2015,50001,58686.619718309856
2,Cat A: ≤1600cc or ≤97kW,Jun,2015,61000,71666.90164011467
2,Cat B: >1600cc or >97kW,Jun,2015,71509,84013.58146529442
2,Cat D: Motorcycles,Jun,2015,6401,7520.325203252032
2,Cat C: Buses,Jun,2015,50502,59333.14535457493
1,Cat A: ≤1600cc or ≤97kW,Jun,2015,66000,77541.23784012407
1,Cat B: >1600cc or >97kW,Jun,2015,75000,88115.04300014098
1,Cat D: Motorcycles,Jun,2015,6509,7647.210865172236
1,Cat C: Buses,Jun,2015,50900,59800.742516095685
2,Cat A: ≤1600cc or ≤97kW,May,2015,66590,78149.9389728664
2,Cat B: >1600cc or >97kW,May,2015,75002,88022.25143179044
2,Cat D: Motorcycles,May,2015,6501,7629.5652990329545
2,Cat C: Buses,May,2015,52001,61028.307201201766
1,Cat A: ≤1600cc or ≤97kW,May,2015,68589,80495.96282039245
1,Cat B: >1600cc or >97kW,May,2015,77600,91071.26091446813
1,Cat D: Motorcycles,May,2015,6512,7642.474884987325
1,Cat C: Buses,May,2015,50098,58794.94883109567
2,Cat A: ≤1600cc or ≤97kW,Apr,2015,67601,79133.06097603802
2,Cat B: >1600cc or >97kW,Apr,2015,78001,91307.19795849087
2,Cat D: Motorcycles,Apr,2015,6801,7961.183232467486
2,Cat C: Buses,Apr,2015,53001,62042.44559682535
1,Cat A: ≤1600cc or ≤97kW,Apr,2015,67749,79306.30831001907
1,Cat B: >1600cc or >97kW,Apr,2015,76612,89681.24831727674
1,Cat D: Motorcycles,Apr,2015,6312,7388.764676273308
1,Cat C: Buses,Apr,2015,64001,74918.93663595818
2,Cat A: ≤1600cc or ≤97kW,Mar,2015,64700,75801.95421421375
2,Cat B: >1600cc or >97kW,Mar,2015,71889,84224.52374815474
2,Cat D: Motorcycles,Mar,2015,5610,6572.626941912506
2,Cat C: Buses,Mar,2015,59999,70294.303723317
1,Cat A: ≤1600cc or ≤97kW,Mar,2015,61410,71947.4189844647
1,Cat B: >1600cc or >97kW,Mar,2015,68668,80450.82831501745
1,Cat D: Motorcycles,Mar,2015,5501,6444.923495091033
1,Cat C: Buses,Mar,2015,56501,66196.07751247745
2,Cat A: ≤1600cc or ≤97kW,Feb,2015,57199,67269.99023862448
2,Cat B: >1600cc or >97kW,Feb,2015,66751,78503.80458431829
2,Cat D: Motorcycles,Feb,2015,5800,6821.20217808042
2,Cat C: Buses,Feb,2015,53202,62569.241082454224
1,Cat A: ≤1600cc or ≤97kW,Feb,2015,62002,72918.65128367969
1,Cat B: >1600cc or >97kW,Feb,2015,70890,83371.55558691741
1,Cat D: Motorcycles,Feb,2015,5504,6473.085653130109
1,Cat C: Buses,Feb,2015,52101,61274.38873795999
2,Cat A: ≤1600cc or ≤97kW,Jan,2015,65001,76302.10473183158
2,Cat B: >1600cc or >97kW,Jan,2015,76889,90256.95805796524
2,Cat D: Motorcycles,Jan,2015,4889,5739.003862000963
2,Cat C: Buses,Jan,2015,55012,64576.41244761648
1,Cat A: ≤1600cc or ≤97kW,Jan,2015,66010,77486.52995105002
1,Cat B: >1600cc or >97kW,Jan,2015,75289,88378.78129805492
1,Cat D: Motorcycles,Jan,2015,4403,5168.507671178204
1,Cat C: Buses,Jan,2015,55011,64575.23858714154
2,Cat A: ≤1600cc or ≤97kW,Dec,2014,65889,77285.52325990569
2,Cat B: >1600cc or >97kW,Dec,2014,74000,86799.44636028807
2,Cat D: Motorcycles,Dec,2014,4312,5057.827198723813
2,Cat C: Buses,Dec,2014,52100,61111.502099608224
1,Cat A: ≤1600cc or ≤97kW,Dec,2014,67089,78693.08184953198
1,Cat B: >1600cc or >97kW,Dec,2014,74389,87255.72993642527
1,Cat D: Motorcycles,Dec,2014,4210,4938.184718605578
1,Cat C: Buses,Dec,2014,60001,70379.102446806
2,Cat A: ≤1600cc or ≤97kW,Nov,2014,67889,79540.95441178193
2,Cat B: >1600cc or >97kW,Nov,2014,72890,85400.28822157913
2,Cat D: Motorcycles,Nov,2014,4189,4907.968272193648
2,Cat C: Buses,Nov,2014,65001,76157.27993813781
1,Cat A: ≤1600cc or ≤97kW,Nov,2014,64900,76038.94506215511
1,Cat B: >1600cc or >97kW,Nov,2014,70890,83057.02335063444
1,Cat D: Motorcycles,Nov,2014,4290,5026.303148176354
1,Cat C: Buses,Nov,2014,63701,74634.15777202375
2,Cat A: ≤1600cc or ≤97kW,Oct,2014,63990,74799.23786368046
2,Cat B: >1600cc or >97kW,Oct,2014,72002,84164.6307963857
2,Cat D: Motorcycles,Oct,2014,4412,5157.278284959497
2,Cat C: Buses,Oct,2014,61000,71304.16486458053
1,Cat A: ≤1600cc or ≤97kW,Oct,2014,63880,74670.65658277711
1,Cat B: >1600cc or >97kW,Oct,2014,72180,84372.698687302
1,Cat D: Motorcycles,Oct,2014,4800,5610.819530327648
1,Cat C: Buses,Oct,2014,57389,67083.19208874446
2,Cat A: ≤1600cc or ≤97kW,Sep,2014,62000,72559.59834751366
2,Cat B: >1600cc or >97kW,Sep,2014,71990,84251.05621028239
2,Cat D: Motorcycles,Sep,2014,4504,5271.103725116153
2,Cat C: Buses,Sep,2014,49889,58385.90003159853
1,Cat A: ≤1600cc or ≤97kW,Sep,2014,64841,75884.46639437311
1,Cat B: >1600cc or >97kW,Sep,2014,73010,85444.77863470923
1,Cat D: Motorcycles,Sep,2014,4453,5211.417603894812
1,Cat C: Buses,Sep,2014,49901,58399.94382482708
2,Cat A: ≤1600cc or ≤97kW,Aug,2014,65710,76760.43175552544
2,Cat B: >1600cc or >97kW,Aug,2014,72990,85264.70725667026
2,Cat D: Motorcycles,Aug,2014,4354,5086.210924723144
2,Cat C: Buses,Aug,2014,52390,61200.41119573852
1,Cat A: ≤1600cc or ≤97kW,Aug,2014,64600,75463.7633755432
1,Cat B: >1600cc or >97kW,Aug,2014,68689,80240.40932666698
1,Cat D: Motorcycles,Aug,2014,4353,5085.042755011448
1,Cat C: Buses,Aug,2014,54009,63091.67795897388
2,Cat A: ≤1600cc or ≤97kW,Jul,2014,62890,73522.01919592233
2,Cat B: >1600cc or >97kW,Jul,2014,65001,75989.89934415881
2,Cat D: Motorcycles,Jul,2014,4252,4970.83201814377
2,Cat C: Buses,Jul,2014,52010,60802.674803306094
1,Cat A: ≤1600cc or ≤97kW,Jul,2014,61990,72469.86754579782
1,Cat B: >1600cc or >97kW,Jul,2014,64889,75858.96491658775
1,Cat D: Motorcycles,Jul,2014,4001,4677.398613497937
1,Cat C: Buses,Jul,2014,43390,50725.400109891394
2,Cat A: ≤1600cc or ≤97kW,Jun,2014,61899,72477.86988899818
2,Cat B: >1600cc or >97kW,Jun,2014,65700,76928.48110158775
2,Cat D: Motorcycles,Jun,2014,3890,4554.821788206642
2,Cat C: Buses,Jun,2014,42001,49179.195353847594
1,Cat A: ≤1600cc or ≤97kW,Jun,2014,63190,73989.50868811765
1,Cat B: >1600cc or >97kW,Jun,2014,67304,78806.61327338299
1,Cat D: Motorcycles,Jun,2014,4089,4787.831951665027
1,Cat C: Buses,Jun,2014,43001,50350.10069785959
2,Cat A: ≤1600cc or ≤97kW,May,2014,65689,76787.02935228588
2,Cat B: >1600cc or >97kW,May,2014,68103,79608.86997790688
2,Cat D: Motorcycles,May,2014,4003,4679.299098741043
2,Cat C: Buses,May,2014,40889,47797.117374075075
1,Cat A: ≤1600cc or ≤97kW,May,2014,60002,70139.22171437924
1,Cat B: >1600cc or >97kW,May,2014,70002,81828.70235075455
1,Cat D: Motorcycles,May,2014,4001,4676.961202613768
1,Cat C: Buses,May,2014,36301,42433.98365810607
2,Cat A: ≤1600cc or ≤97kW,Apr,2014,71335,83074.21770371147
2,Cat B: >1600cc or >97kW,Apr,2014,75010,87353.99270982543
2,Cat D: Motorcycles,Apr,2014,4502,5242.869953068045
2,Cat C: Buses,Apr,2014,32980,38407.34141541185
1,Cat A: ≤1600cc or ≤97kW,Apr,2014,77400,90137.3021695839
1,Cat B: >1600cc or >97kW,Apr,2014,84504,98410.36928344339
1,Cat D: Motorcycles,Apr,2014,4489,5227.730612910364
1,Cat C: Buses,Apr,2014,49503,57649.44275582574
2,Cat A: ≤1600cc or ≤97kW,Mar,2014,78602,91815.1128970085
2,Cat B: >1600cc or >97kW,Mar,2014,82900,96835.61307806423
2,Cat D: Motorcycles,Mar,2014,4289,5009.987267693818
2,Cat C: Buses,Mar,2014,53891,62950.15710964969
1,Cat A: ≤1600cc or ≤97kW,Mar,2014,76999,89942.64621710335
1,Cat B: >1600cc or >97kW,Mar,2014,80710,94277.47082666542
1,Cat D: Motorcycles,Mar,2014,4001,4673.574040112605
1,Cat C: Buses,Mar,2014,56302,65766.44978915769
2,Cat A: ≤1600cc or ≤97kW,Feb,2014,77201,90336.88669420424
2,Cat B: >1600cc or >97kW,Feb,2014,78604,91978.60962566844
2,Cat D: Motorcycles,Feb,2014,3501,4096.701342164079
2,Cat C: Buses,Feb,2014,52890,61889.32704571783
1,Cat A: ≤1600cc or ≤97kW,Feb,2014,71564,83740.74117413028
1,Cat B: >1600cc or >97kW,Feb,2014,75300,88112.42818193519
1,Cat D: Motorcycles,Feb,2014,3051,3570.133046256099
1,Cat C: Buses,Feb,2014,51002,59680.080506441685
2,Cat A: ≤1600cc or ≤97kW,Jan,2014,72290,84722.12455757917
2,Cat B: >1600cc or >97kW,Jan,2014,79000,92586.08161638891
2,Cat D: Motorcycles,Jan,2014,2704,3169.02233785716
2,Cat C: Buses,Jan,2014,50001,58599.957808874206
1,Cat A: ≤1600cc or ≤97kW,Jan,2014,72369,84814.71063919556
1,Cat B: >1600cc or >97kW,Jan,2014,78700,92234.48890138997
1,Cat D: Motorcycles,Jan,2014,1989,2331.059700443007
1,Cat C: Buses,Jan,2014,48889,57296.72081194478
2,Cat A: ≤1600cc or ≤97kW,Dec,2013,74002,86746.84672012003
2,Cat B: >1600cc or >97kW,Dec,2013,75700,88737.2813804098
2,Cat D: Motorcycles,Dec,2013,1812,2124.068082712055
2,Cat C: Buses,Dec,2013,48001,56267.87640080648
1,Cat A: ≤1600cc or ≤97kW,Dec,2013,73160,85759.83495100107
1,Cat B: >1600cc or >97kW,Dec,2013,73010,85584.00150044543
1,Cat D: Motorcycles,Dec,2013,1782,2088.9013926009284
1,Cat C: Buses,Dec,2013,51112,59914.66216533033
2,Cat A: ≤1600cc or ≤97kW,Nov,2013,74991,87627.80588695826
2,Cat B: >1600cc or >97kW,Nov,2013,79300,92662.91964150085
2,Cat D: Motorcycles,Nov,2013,1712,2000.4907746059198
2,Cat C: Buses,Nov,2013,55002,64270.44017808107
1,Cat A: ≤1600cc or ≤97kW,Nov,2013,72609,84844.41276481381
1,Cat B: >1600cc or >97kW,Nov,2013,84578,98830.32052255812
1,Cat D: Motorcycles,Nov,2013,1710,1998.153752672969
1,Cat C: Buses,Nov,2013,55503,64855.86417228526
2,Cat A: ≤1600cc or ≤97kW,Oct,2013,76889,90101.48120371239
2,Cat B: >1600cc or >97kW,Oct,2013,87910,103016.31199025031
2,Cat D: Motorcycles,Oct,2013,1804,2113.996437611325
2,Cat C: Buses,Oct,2013,68002,79687.3535202025
1,Cat A: ≤1600cc or ≤97kW,Oct,2013,85000,99606.26230430299
1,Cat B: >1600cc or >97kW,Oct,2013,93500,109566.8885347333
1,Cat D: Motorcycles,Oct,2013,1961,2297.9750632792725
1,Cat C: Buses,Oct,2013,76310,89422.98678166307
2,Cat A: ≤1600cc or ≤97kW,Sep,2013,83751,98710.589899228
2,Cat B: >1600cc or >97kW,Sep,2013,86239,101642.99605162354
2,Cat D: Motorcycles,Sep,2013,1703,2007.1895810006483
2,Cat C: Buses,Sep,2013,76001,89576.28616889623
1,Cat A: ≤1600cc or ≤97kW,Sep,2013,77304,91112.02781542814
1,Cat B: >1600cc or >97kW,Sep,2013,77100,90871.58936884908
1,Cat D: Motorcycles,Sep,2013,1660,1956.508928045259
1,Cat C: Buses,Sep,2013,73999,87216.6892568802
2,Cat A: ≤1600cc or ≤97kW,Aug,2013,76223,89969.42906717342
2,Cat B: >1600cc or >97kW,Aug,2013,76607,90422.6815075365
2,Cat D: Motorcycles,Aug,2013,1722,2032.5539122531602
2,Cat C: Buses,Aug,2013,71001,83805.66801619432
1,Cat A: ≤1600cc or ≤97kW,Aug,2013,75556,89182.13902102194
1,Cat B: >1600cc or >97kW,Aug,2013,77600,91594.76399003789
1,Cat D: Motorcycles,Aug,2013,1792,2115.178055027679
1,Cat C: Buses,Aug,2013,68251,80559.71955005253
2,Cat A: ≤1600cc or ≤97kW,Jul,2013,73989,87635.61851518454
2,Cat B: >1600cc or >97kW,Jul,2013,76389,90478.27734874687
2,Cat D: Motorcycles,Jul,2013,1712,2027.7633012744589
2,Cat C: Buses,Jul,2013,65036,77031.31662481642
1,Cat A: ≤1600cc or ≤97kW,Jul,2013,73100,86582.65030558583
1,Cat B: >1600cc or >97kW,Jul,2013,77110,91332.25943999621
1,Cat D: Motorcycles,Jul,2013,1610,1906.95030084806
1,Cat C: Buses,Jul,2013,61011,72263.94087269626
2,Cat A: ≤1600cc or ≤97kW,Jun,2013,69903,83406.51473571172
2,Cat B: >1600cc or >97kW,Jun,2013,81751,97543.2525951557
2,Cat D: Motorcycles,Jun,2013,1712,2042.715666388259
2,Cat C: Buses,Jun,2013,59001,70398.52046295191
1,Cat A: ≤1600cc or ≤97kW,Jun,2013,67301,80301.87328481088
1,Cat B: >1600cc or >97kW,Jun,2013,75000,89488.12790836416
1,Cat D: Motorcycles,Jun,2013,1701,2029.590740961699
1,Cat C: Buses,Jun,2013,57989,69191.02732370839
2,Cat A: ≤1600cc or ≤97kW,May,2013,64839,77522.44766197588
2,Cat B: >1600cc or >97kW,May,2013,67304,80469.63737012638
2,Cat D: Motorcycles,May,2013,1663,1988.3068903262833
2,Cat C: Buses,May,2013,56889,68017.31249775822
1,Cat A: ≤1600cc or ≤97kW,May,2013,62999,75322.51700761607
1,Cat B: >1600cc or >97kW,May,2013,61700,73769.41379021748
1,Cat D: Motorcycles,May,2013,1700,2032.5446263106926
1,Cat C: Buses,May,2013,57051,68211.00204450077
2,Cat A: ≤1600cc or ≤97kW,Apr,2013,62497,74457.03325112883
2,Cat B: >1600cc or >97kW,Apr,2013,62000,73864.92250139987
2,Cat D: Motorcycles,Apr,2013,1791,2133.743164516244
2,Cat C: Buses,Apr,2013,58502,69697.5112286596
1,Cat A: ≤1600cc or ≤97kW,Apr,2013,61029,72708.10250545052
1,Cat B: >1600cc or >97kW,Apr,2013,67010,79833.68478740008
1,Cat D: Motorcycles,Apr,2013,1812,2158.7619285892993
1,Cat C: Buses,Apr,2013,56011,66729.80926170819
2,Cat A: ≤1600cc or ≤97kW,Mar,2013,64209,75901.64903363083
2,Cat B: >1600cc or >97kW,Mar,2013,73900,87357.40883030913
2,Cat D: Motorcycles,Mar,2013,1909,2256.634552869555
2,Cat C: Buses,Mar,2013,54111,63964.7733317572
1,Cat A: ≤1600cc or ≤97kW,Mar,2013,74689,88290.0880666706
1,Cat B: >1600cc or >97kW,Mar,2013,58090,68668.36101424434
1,Cat D: Motorcycles,Mar,2013,1895,2240.0851114132042
1,Cat C: Buses,Mar,2013,53900,63715.34960695077
2,Cat A: ≤1600cc or ≤97kW,Feb,2013,78301,92113.40509381802
2,Cat B: >1600cc or >97kW,Feb,2013,92667,109013.58743603318
2,Cat D: Motorcycles,Feb,2013,1512,1778.7188988883008
2,Cat C: Buses,Feb,2013,53489,62924.53385094995
1,Cat A: ≤1600cc or ≤97kW,Feb,2013,87109,102475.14852067525
1,Cat B: >1600cc or >97kW,Feb,2013,92901,109288.86536086113
1,Cat D: Motorcycles,Feb,2013,1782,2096.347273689783
1,Cat C: Buses,Feb,2013,54989,64689.135933180405
2,Cat A: ≤1600cc or ≤97kW,Jan,2013,91010,108016.04633497911
2,Cat B: >1600cc or >97kW,Jan,2013,95501,113346.23053551083
2,Cat D: Motorcycles,Jan,2013,1781,2113.796050132928
2,Cat C: Buses,Jan,2013,57051,67711.4982909229
1,Cat A: ≤1600cc or ≤97kW,Jan,2013,92100,109309.72274971515
1,Cat B: >1600cc or >97kW,Jan,2013,96210,114187.7136346373
1,Cat D: Motorcycles,Jan,2013,1933,2294.1986327383215
1,Cat C: Buses,Jan,2013,60000,71211.54576528675
2,Cat A: ≤1600cc or ≤97kW,Dec,2012,81889,97311.97490225904
2,Cat B: >1600cc or >97kW,Dec,2012,93501,111110.97907333246
2,Cat D: Motorcycles,Dec,2012,1701,2021.366353341018
2,Cat C: Buses,Dec,2012,62201,73915.93682784519
1,Cat A: ≤1600cc or ≤97kW,Dec,2012,78523,93312.02243585936
1,Cat B: >1600cc or >97kW,Dec,2012,90200,107188.26870744258
1,Cat D: Motorcycles,Dec,2012,1612,1915.604092642987
1,Cat C: Buses,Dec,2012,63035,74907.01239438629
2,Cat A: ≤1600cc or ≤97kW,Nov,2012,77291,92519.75101747665
2,Cat B: >1600cc or >97kW,Nov,2012,93004,111328.70481206606
2,Cat D: Motorcycles,Nov,2012,1689,2021.7859707924347
2,Cat C: Buses,Nov,2012,60235,72103.18410342351
1,Cat A: ≤1600cc or ≤97kW,Nov,2012,77201,92412.0181948767
1,Cat B: >1600cc or >97kW,Nov,2012,92400,110605.69786928417
1,Cat D: Motorcycles,Nov,2012,1959,2344.984438592291
1,Cat C: Buses,Nov,2012,59111,70757.72085228632
2,Cat A: ≤1600cc or ≤97kW,Oct,2012,71001,85098.40113143323
2,Cat B: >1600cc or >97kW,Oct,2012,85801,102836.97293669247
2,Cat D: Motorcycles,Oct,2012,1920,2301.2201260876864
2,Cat C: Buses,Oct,2012,57889,69382.98535369274
1,Cat A: ≤1600cc or ≤97kW,Oct,2012,69000,82700.09828127622
1,Cat B: >1600cc or >97kW,Oct,2012,80001,95885.37047246927
1,Cat D: Motorcycles,Oct,2012,1912,2291.631708895654
1,Cat C: Buses,Oct,2012,56001,67120.11889637318
2,Cat A: ≤1600cc or ≤97kW,Sep,2012,63000,75355.2461604708
2,Cat B: >1600cc or >97kW,Sep,2012,88500,105856.17913018516
2,Cat D: Motorcycles,Sep,2012,1852,2215.205014114157
2,Cat C: Buses,Sep,2012,57809,69146.21309985168
1,Cat A: ≤1600cc or ≤97kW,Sep,2012,68000,81335.82125257165
1,Cat B: >1600cc or >97kW,Sep,2012,80191,95917.65944213196
1,Cat D: Motorcycles,Sep,2012,1801,2154.2031481747285
1,Cat C: Buses,Sep,2012,57334,68578.0584661021
2,Cat A: ≤1600cc or ≤97kW,Aug,2012,66889,80465.06592243287
2,Cat B: >1600cc or >97kW,Aug,2012,88002,105863.2470407083
2,Cat D: Motorcycles,Aug,2012,2013,2421.566740448465
2,Cat C: Buses,Aug,2012,59334,71376.67212010393
1,Cat A: ≤1600cc or ≤97kW,Aug,2012,73501,88419.06457511308
1,Cat B: >1600cc or >97kW,Aug,2012,94502,113682.51371379077
1,Cat D: Motorcycles,Aug,2012,2081,2503.368299489943
1,Cat C: Buses,Aug,2012,57001,68570.1568665191
2,Cat A: ≤1600cc or ≤97kW,Jul,2012,68656,83104.5585493984
2,Cat B: >1600cc or >97kW,Jul,2012,90501,109546.80804706224
2,Cat D: Motorcycles,Jul,2012,1859,2250.223932989566
2,Cat C: Buses,Jul,2012,55805,67549.08369041566
1,Cat A: ≤1600cc or ≤97kW,Jul,2012,59421,71926.06579998547
1,Cat B: >1600cc or >97kW,Jul,2012,82289,99606.6042075193
1,Cat D: Motorcycles,Jul,2012,1760,2130.3895223569853
1,Cat C: Buses,Jul,2012,55556,67247.68199094584
