"bidding_exercise","category","month","year","quota_premium","quota"
"2","Cat D: Motorcycles","May",2015,6501,334
"2","Cat C: Buses","May",2015,52001,370
"1","Cat A: ≤1600cc or ≤97kW","May",2015,68589,1444
"1","Cat B: >1600cc or >97kW","May",2015,77600,934
"1","Cat D: Motorcycles","May",2015,6512,334
"1","Cat C: Buses","May",2015,50098,373
"2","Cat A: ≤1600cc or ≤97kW","Apr",2015,67601,987
"2","Cat B: >1600cc or >97kW","Apr",2015,78001,728
"2","Cat D: Motorcycles","Apr",2015,6801,285
"2","Cat C: Buses","Apr",2015,53001,194
"1","Cat A: ≤1600cc or ≤97kW","Apr",2015,67749,988
"1","Cat B: >1600cc or >97kW","Apr",2015,76612,722
"1","Cat D: Motorcycles","Apr",2015,6312,286
"1","Cat C: Buses","Apr",2015,64001,188
"2","Cat A: ≤1600cc or ≤97kW","Mar",2015,64700,987
"2","Cat B: >1600cc or >97kW","Mar",2015,71889,723
"2","Cat D: Motorcycles","Mar",2015,5610,286
"2","Cat C: Buses","Mar",2015,59999,184
"1","Cat A: ≤1600cc or ≤97kW","Mar",2015,61410,987
"1","Cat B: >1600cc or >97kW","Mar",2015,68668,723
"1","Cat D: Motorcycles","Mar",2015,5501,289
"1","Cat C: Buses","Mar",2015,56501,186
"2","Cat A: ≤1600cc or ≤97kW","Feb",2015,57199,988
"2","Cat B: >1600cc or >97kW","Feb",2015,66751,722
"2","Cat D: Motorcycles","Feb",2015,5800,291
"2","Cat C: Buses","Feb",2015,53202,185
"1","Cat A: ≤1600cc or ≤97kW","Feb",2015,62002,992
"1","Cat B: >1600cc or >97kW","Feb",2015,70890,724
"1","Cat D: Motorcycles","Feb",2015,5504,287
"1","Cat C: Buses","Feb",2015,52101,185
"2","Cat A: ≤1600cc or ≤97kW","Jan",2015,65001,705
"2","Cat B: >1600cc or >97kW","Jan",2015,76889,576
"2","Cat D: Motorcycles","Jan",2015,4889,366
"2","Cat C: Buses","Jan",2015,55012,140
"1","Cat A: ≤1600cc or ≤97kW","Jan",2015,66010,704
"1","Cat B: >1600cc or >97kW","Jan",2015,75289,571
"1","Cat D: Motorcycles","Jan",2015,4403,321
"1","Cat C: Buses","Jan",2015,55011,156
"2","Cat A: ≤1600cc or ≤97kW","Dec",2014,65889,705
"2","Cat B: >1600cc or >97kW","Dec",2014,74000,579
"2","Cat D: Motorcycles","Dec",2014,4312,319
"2","Cat C: Buses","Dec",2014,52100,149
"1","Cat A: ≤1600cc or ≤97kW","Dec",2014,67089,709
"1","Cat B: >1600cc or >97kW","Dec",2014,74389,584
"1","Cat D: Motorcycles","Dec",2014,4210,318
"1","Cat C: Buses","Dec",2014,60001,141
"2","Cat A: ≤1600cc or ≤97kW","Nov",2014,67889,701
"2","Cat B: >1600cc or >97kW","Nov",2014,72890,570
"2","Cat D: Motorcycles","Nov",2014,4189,324
"2","Cat C: Buses","Nov",2014,65001,142
"1","Cat A: ≤1600cc or ≤97kW","Nov",2014,64900,703
"1","Cat B: >1600cc or >97kW","Nov",2014,70890,574
"1","Cat D: Motorcycles","Nov",2014,4290,316
"1","Cat C: Buses","Nov",2014,63701,143
"2","Cat A: ≤1600cc or ≤97kW","Oct",2014,63990,572
"2","Cat B: >1600cc or >97kW","Oct",2014,72002,507
"2","Cat D: Motorcycles","Oct",2014,4412,317
"2","Cat C: Buses","Oct",2014,61000,267
"1","Cat A: ≤1600cc or ≤97kW","Oct",2014,63880,575
"1","Cat B: >1600cc or >97kW","Oct",2014,72180,505
"1","Cat D: Motorcycles","Oct",2014,4800,316
"1","Cat C: Buses","Oct",2014,57389,259
"2","Cat A: ≤1600cc or ≤97kW","Sep",2014,62000,573
"2","Cat B: >1600cc or >97kW","Sep",2014,71990,509
"2","Cat D: Motorcycles","Sep",2014,4504,320
"2","Cat C: Buses","Sep",2014,49889,261
"1","Cat A: ≤1600cc or ≤97kW","Sep",2014,64841,572
"1","Cat B: >1600cc or >97kW","Sep",2014,73010,511
"1","Cat D: Motorcycles","Sep",2014,4453,316
"1","Cat C: Buses","Sep",2014,49901,258
"2","Cat A: ≤1600cc or ≤97kW","Aug",2014,65710,575
"2","Cat B: >1600cc or >97kW","Aug",2014,72990,506
"2","Cat D: Motorcycles","Aug",2014,4354,322
"2","Cat C: Buses","Aug",2014,52390,257
"1","Cat A: ≤1600cc or ≤97kW","Aug",2014,64600,574
"1","Cat B: >1600cc or >97kW","Aug",2014,68689,507
"1","Cat D: Motorcycles","Aug",2014,4353,316
"1","Cat C: Buses","Aug",2014,54009,267
"2","Cat A: ≤1600cc or ≤97kW","Jul",2014,62890,509
"2","Cat B: >1600cc or >97kW","Jul",2014,65001,498
"2","Cat D: Motorcycles","Jul",2014,4252,347
"2","Cat C: Buses","Jul",2014,52010,391
"1","Cat A: ≤1600cc or ≤97kW","Jul",2014,61990,513
"1","Cat B: >1600cc or >97kW","Jul",2014,64889,493
"1","Cat D: Motorcycles","Jul",2014,4001,344
"1","Cat C: Buses","Jul",2014,43390,392
"2","Cat A: ≤1600cc or ≤97kW","Jun",2014,61899,509
"2","Cat B: >1600cc or >97kW","Jun",2014,65700,490
"2","Cat D: Motorcycles","Jun",2014,3890,385
"2","Cat C: Buses","Jun",2014,42001,391
"1","Cat A: ≤1600cc or ≤97kW","Jun",2014,63190,507
"1","Cat B: >1600cc or >97kW","Jun",2014,67304,494
"1","Cat D: Motorcycles","Jun",2014,4089,346
"1","Cat C: Buses","Jun",2014,43001,385
"2","Cat A: ≤1600cc or ≤97kW","May",2014,65689,509
"2","Cat B: >1600cc or >97kW","May",2014,68103,484
"2","Cat D: Motorcycles","May",2014,4003,358
"2","Cat C: Buses","May",2014,40889,392
"1","Cat A: ≤1600cc or ≤97kW","May",2014,60002,513
"1","Cat B: >1600cc or >97kW","May",2014,70002,483
"1","Cat D: Motorcycles","May",2014,4001,343
"1","Cat C: Buses","May",2014,36301,389
"2","Cat A: ≤1600cc or ≤97kW","Apr",2014,71335,361
"2","Cat B: >1600cc or >97kW","Apr",2014,75010,351
"2","Cat D: Motorcycles","Apr",2014,4502,365
"2","Cat C: Buses","Apr",2014,32980,272
"1","Cat A: ≤1600cc or ≤97kW","Apr",2014,77400,367
"1","Cat B: >1600cc or >97kW","Apr",2014,84504,363
"1","Cat D: Motorcycles","Apr",2014,4489,388
"1","Cat C: Buses","Apr",2014,49503,265
"2","Cat A: ≤1600cc or ≤97kW","Mar",2014,78602,362
"2","Cat B: >1600cc or >97kW","Mar",2014,82900,353
"2","Cat D: Motorcycles","Mar",2014,4289,360
"2","Cat C: Buses","Mar",2014,53891,266
"1","Cat A: ≤1600cc or ≤97kW","Mar",2014,76999,365
"1","Cat B: >1600cc or >97kW","Mar",2014,80710,350
"1","Cat D: Motorcycles","Mar",2014,4001,368
"1","Cat C: Buses","Mar",2014,56302,265
"2","Cat A: ≤1600cc or ≤97kW","Feb",2014,77201,362
"2","Cat B: >1600cc or >97kW","Feb",2014,78604,355
"2","Cat D: Motorcycles","Feb",2014,3501,360
"2","Cat C: Buses","Feb",2014,52890,277
"1","Cat A: ≤1600cc or ≤97kW","Feb",2014,71564,362
"1","Cat B: >1600cc or >97kW","Feb",2014,75300,360
"1","Cat D: Motorcycles","Feb",2014,3051,361
"1","Cat C: Buses","Feb",2014,51002,267
"2","Cat A: ≤1600cc or ≤97kW","Jan",2014,72290,368
"2","Cat B: >1600cc or >97kW","Jan",2014,79000,393
"2","Cat D: Motorcycles","Jan",2014,2704,503
"2","Cat C: Buses","Jan",2014,50001,264
"1","Cat A: ≤1600cc or ≤97kW","Jan",2014,72369,364
"1","Cat B: >1600cc or >97kW","Jan",2014,78700,386
"1","Cat D: Motorcycles","Jan",2014,1989,489
"1","Cat C: Buses","Jan",2014,48889,258
"2","Cat A: ≤1600cc or ≤97kW","Dec",2013,74002,367
"2","Cat B: >1600cc or >97kW","Dec",2013,75700,377
"2","Cat D: Motorcycles","Dec",2013,1812,524
"2","Cat C: Buses","Dec",2013,48001,263
"1","Cat A: ≤1600cc or ≤97kW","Dec",2013,73160,364
"1","Cat B: >1600cc or >97kW","Dec",2013,73010,373
"1","Cat D: Motorcycles","Dec",2013,1782,481
"1","Cat C: Buses","Dec",2013,51112,258
"2","Cat A: ≤1600cc or ≤97kW","Nov",2013,74991,364
"2","Cat B: >1600cc or >97kW","Nov",2013,79300,379
"2","Cat D: Motorcycles","Nov",2013,1712,481
"2","Cat C: Buses","Nov",2013,55002,258
"1","Cat A: ≤1600cc or ≤97kW","Nov",2013,72609,368
"1","Cat B: >1600cc or >97kW","Nov",2013,84578,376
"1","Cat D: Motorcycles","Nov",2013,1710,487
"1","Cat C: Buses","Nov",2013,55503,257
"2","Cat A: ≤1600cc or ≤97kW","Oct",2013,76889,373
"2","Cat B: >1600cc or >97kW","Oct",2013,87910,382
"2","Cat D: Motorcycles","Oct",2013,1804,482
"2","Cat C: Buses","Oct",2013,68002,263
"1","Cat A: ≤1600cc or ≤97kW","Oct",2013,85000,365
"1","Cat B: >1600cc or >97kW","Oct",2013,93500,376
"1","Cat D: Motorcycles","Oct",2013,1961,481
"1","Cat C: Buses","Oct",2013,76310,261
"2","Cat A: ≤1600cc or ≤97kW","Sep",2013,83751,370
"2","Cat B: >1600cc or >97kW","Sep",2013,86239,377
"2","Cat D: Motorcycles","Sep",2013,1703,523
"2","Cat C: Buses","Sep",2013,76001,263
"1","Cat A: ≤1600cc or ≤97kW","Sep",2013,77304,366
"1","Cat B: >1600cc or >97kW","Sep",2013,77100,381
"1","Cat D: Motorcycles","Sep",2013,1660,481
"1","Cat C: Buses","Sep",2013,73999,258
"2","Cat A: ≤1600cc or ≤97kW","Aug",2013,76223,366
"2","Cat B: >1600cc or >97kW","Aug",2013,76607,375
"2","Cat D: Motorcycles","Aug",2013,1722,491
"2","Cat C: Buses","Aug",2013,71001,263
"1","Cat A: ≤1600cc or ≤97kW","Aug",2013,75556,373
"1","Cat B: >1600cc or >97kW","Aug",2013,77600,380
"1","Cat D: Motorcycles","Aug",2013,1792,482
"1","Cat C: Buses","Aug",2013,68251,258
"2","Cat A: ≤1600cc or ≤97kW","Jul",2013,73989,334
"2","Cat B: >1600cc or >97kW","Jul",2013,76389,303
"2","Cat D: Motorcycles","Jul",2013,1712,526
"2","Cat C: Buses","Jul",2013,65036,232
"1","Cat A: ≤1600cc or ≤97kW","Jul",2013,73100,338
"1","Cat B: >1600cc or >97kW","Jul",2013,77110,331
"1","Cat D: Motorcycles","Jul",2013,1610,538
"1","Cat C: Buses","Jul",2013,61011,226
"2","Cat A: ≤1600cc or ≤97kW","Jun",2013,69903,342
"2","Cat B: >1600cc or >97kW","Jun",2013,81751,305
"2","Cat D: Motorcycles","Jun",2013,1712,554
"2","Cat C: Buses","Jun",2013,59001,227
"1","Cat A: ≤1600cc or ≤97kW","Jun",2013,67301,341
"1","Cat B: >1600cc or >97kW","Jun",2013,75000,302
"1","Cat D: Motorcycles","Jun",2013,1701,511
"1","Cat C: Buses","Jun",2013,57989,227
"2","Cat A: ≤1600cc or ≤97kW","May",2013,64839,333
"2","Cat B: >1600cc or >97kW","May",2013,67304,332
"2","Cat D: Motorcycles","May",2013,1663,507
"2","Cat C: Buses","May",2013,56889,233
"1","Cat A: ≤1600cc or ≤97kW","May",2013,62999,336
"1","Cat B: >1600cc or >97kW","May",2013,61700,317
"1","Cat D: Motorcycles","May",2013,1700,600
"1","Cat C: Buses","May",2013,57051,225
"2","Cat A: ≤1600cc or ≤97kW","Apr",2013,62497,333
"2","Cat B: >1600cc or >97kW","Apr",2013,62000,310
"2","Cat D: Motorcycles","Apr",2013,1791,506
"2","Cat C: Buses","Apr",2013,58502,225
"1","Cat A: ≤1600cc or ≤97kW","Apr",2013,61029,341
"1","Cat B: >1600cc or >97kW","Apr",2013,67010,302
"1","Cat D: Motorcycles","Apr",2013,1812,506
"1","Cat C: Buses","Apr",2013,56011,227
"2","Cat A: ≤1600cc or ≤97kW","Mar",2013,64209,337
"2","Cat B: >1600cc or >97kW","Mar",2013,73900,307
"2","Cat D: Motorcycles","Mar",2013,1909,543
"2","Cat C: Buses","Mar",2013,54111,225
"1","Cat A: ≤1600cc or ≤97kW","Mar",2013,74689,336
"1","Cat B: >1600cc or >97kW","Mar",2013,58090,326
"1","Cat D: Motorcycles","Mar",2013,1895,510
"1","Cat C: Buses","Mar",2013,53900,225
"2","Cat A: ≤1600cc or ≤97kW","Feb",2013,78301,333
"2","Cat B: >1600cc or >97kW","Feb",2013,92667,303
"2","Cat D: Motorcycles","Feb",2013,1512,506
"2","Cat C: Buses","Feb",2013,53489,225
"1","Cat A: ≤1600cc or ≤97kW","Feb",2013,87109,335
"1","Cat B: >1600cc or >97kW","Feb",2013,92901,302
"1","Cat D: Motorcycles","Feb",2013,1782,506
"1","Cat C: Buses","Feb",2013,54989,230
"2","Cat A: ≤1600cc or ≤97kW","Jan",2013,91010,409
"2","Cat B: >1600cc or >97kW","Jan",2013,95501,351
"2","Cat D: Motorcycles","Jan",2013,1781,461
"2","Cat C: Buses","Jan",2013,57051,184
"1","Cat A: ≤1600cc or ≤97kW","Jan",2013,92100,410
"1","Cat B: >1600cc or >97kW","Jan",2013,96210,363
"1","Cat D: Motorcycles","Jan",2013,1933,462
"1","Cat C: Buses","Jan",2013,60000,193
"2","Cat A: ≤1600cc or ≤97kW","Dec",2012,81889,395
"2","Cat B: >1600cc or >97kW","Dec",2012,93501,360
"2","Cat D: Motorcycles","Dec",2012,1701,454
"2","Cat C: Buses","Dec",2012,62201,182
"1","Cat A: ≤1600cc or ≤97kW","Dec",2012,78523,395
"1","Cat B: >1600cc or >97kW","Dec",2012,90200,350
"1","Cat D: Motorcycles","Dec",2012,1612,450
"1","Cat C: Buses","Dec",2012,63035,181
"2","Cat A: ≤1600cc or ≤97kW","Nov",2012,77291,396
"2","Cat B: >1600cc or >97kW","Nov",2012,93004,351
"2","Cat D: Motorcycles","Nov",2012,1689,448
"2","Cat C: Buses","Nov",2012,60235,179
"1","Cat A: ≤1600cc or ≤97kW","Nov",2012,77201,395
"1","Cat B: >1600cc or >97kW","Nov",2012,92400,350
"1","Cat D: Motorcycles","Nov",2012,1959,481
"1","Cat C: Buses","Nov",2012,59111,181
"2","Cat A: ≤1600cc or ≤97kW","Oct",2012,71001,393
"2","Cat B: >1600cc or >97kW","Oct",2012,85801,353
"2","Cat D: Motorcycles","Oct",2012,1920,463
"2","Cat C: Buses","Oct",2012,57889,180
"1","Cat A: ≤1600cc or ≤97kW","Oct",2012,69000,401
"1","Cat B: >1600cc or >97kW","Oct",2012,80001,350
"1","Cat D: Motorcycles","Oct",2012,1912,447
"1","Cat C: Buses","Oct",2012,56001,186
"2","Cat A: ≤1600cc or ≤97kW","Sep",2012,63000,402
"2","Cat B: >1600cc or >97kW","Sep",2012,88500,351
"2","Cat D: Motorcycles","Sep",2012,1852,450
"2","Cat C: Buses","Sep",2012,57809,182
"1","Cat A: ≤1600cc or ≤97kW","Sep",2012,68000,399
"1","Cat B: >1600cc or >97kW","Sep",2012,80191,355
"1","Cat D: Motorcycles","Sep",2012,1801,450
"1","Cat C: Buses","Sep",2012,57334,183
"2","Cat A: ≤1600cc or ≤97kW","Aug",2012,66889,400
"2","Cat B: >1600cc or >97kW","Aug",2012,88002,351
"2","Cat D: Motorcycles","Aug",2012,2013,448
"2","Cat C: Buses","Aug",2012,59334,181
"1","Cat A: ≤1600cc or ≤97kW","Aug",2012,73501,421
"1","Cat B: >1600cc or >97kW","Aug",2012,94502,350
"1","Cat D: Motorcycles","Aug",2012,2081,456
"1","Cat C: Buses","Aug",2012,57001,183
"2","Cat A: ≤1600cc or ≤97kW","Jul",2012,68656,676
"2","Cat B: >1600cc or >97kW","Jul",2012,90501,353
"2","Cat D: Motorcycles","Jul",2012,1859,426
"2","Cat C: Buses","Jul",2012,55805,163
"1","Cat A: ≤1600cc or ≤97kW","Jul",2012,59421,641
"1","Cat B: >1600cc or >97kW","Jul",2012,82289,358
"1","Cat D: Motorcycles","Jul",2012,1760,451
"1","Cat C: Buses","Jul",2012,55556,164
"2","Cat A: ≤1600cc or ≤97kW","Jun",2012,59004,633
"2","Cat B: >1600cc or >97kW","Jun",2012,85400,349
"2","Cat D: Motorcycles","Jun",2012,1712,410
"2","Cat C: Buses","Jun",2012,54502,161
"1","Cat A: ≤1600cc or ≤97kW","Jun",2012,59003,668
"1","Cat B: >1600cc or >97kW","Jun",2012,83000,350
"1","Cat D: Motorcycles","Jun",2012,1912,410
"1","Cat C: Buses","Jun",2012,54522,159
"2","Cat A: ≤1600cc or ≤97kW","May",2012,58001,630
"2","Cat B: >1600cc or >97kW","May",2012,85216,349
"2","Cat D: Motorcycles","May",2012,1890,410
"2","Cat C: Buses","May",2012,57106,162
"1","Cat A: ≤1600cc or ≤97kW","May",2012,62600,641
"1","Cat B: >1600cc or >97kW","May",2012,92050,354
"1","Cat D: Motorcycles","May",2012,2021,410
"1","Cat C: Buses","May",2012,58553,159
"2","Cat A: ≤1600cc or ≤97kW","Apr",2012,64201,629
"2","Cat B: >1600cc or >97kW","Apr",2012,91000,349
"2","Cat D: Motorcycles","Apr",2012,1924,411
"2","Cat C: Buses","Apr",2012,57589,160
"1","Cat A: ≤1600cc or ≤97kW","Apr",2012,58501,637
"1","Cat B: >1600cc or >97kW","Apr",2012,83700,352
"1","Cat D: Motorcycles","Apr",2012,1896,416
"1","Cat C: Buses","Apr",2012,53989,163
"2","Cat A: ≤1600cc or ≤97kW","Mar",2012,56501,636
"2","Cat B: >1600cc or >97kW","Mar",2012,82003,352
"2","Cat D: Motorcycles","Mar",2012,2000,434
"2","Cat C: Buses","Mar",2012,51511,174
"1","Cat A: ≤1600cc or ≤97kW","Mar",2012,56551,667
"1","Cat B: >1600cc or >97kW","Mar",2012,79304,354
"1","Cat D: Motorcycles","Mar",2012,1490,413
"1","Cat C: Buses","Mar",2012,50009,163
"2","Cat A: ≤1600cc or ≤97kW","Feb",2012,57009,624
"2","Cat B: >1600cc or >97kW","Feb",2012,78189,351
"2","Cat D: Motorcycles","Feb",2012,2012,413
"2","Cat C: Buses","Feb",2012,52004,164
"1","Cat A: ≤1600cc or ≤97kW","Feb",2012,52809,619
"1","Cat B: >1600cc or >97kW","Feb",2012,73890,350
"1","Cat D: Motorcycles","Feb",2012,1802,412
"1","Cat C: Buses","Feb",2012,49801,162
"2","Cat A: ≤1600cc or ≤97kW","Jan",2012,48112,657
"2","Cat B: >1600cc or >97kW","Jan",2012,67889,353
"2","Cat D: Motorcycles","Jan",2012,1552,393
"2","Cat C: Buses","Jan",2012,44001,241
"1","Cat A: ≤1600cc or ≤97kW","Jan",2012,46889,554
"1","Cat B: >1600cc or >97kW","Jan",2012,65801,356
"1","Cat D: Motorcycles","Jan",2012,1682,388
"1","Cat C: Buses","Jan",2012,38699,242
"2","Cat A: ≤1600cc or ≤97kW","Dec",2011,50001,566
"2","Cat B: >1600cc or >97kW","Dec",2011,70003,368
"2","Cat D: Motorcycles","Dec",2011,1481,392
"2","Cat C: Buses","Dec",2011,39589,249
"1","Cat A: ≤1600cc or ≤97kW","Dec",2011,52392,549
"1","Cat B: >1600cc or >97kW","Dec",2011,72350,354
"1","Cat D: Motorcycles","Dec",2011,1902,416
"1","Cat C: Buses","Dec",2011,40009,242
"2","Cat A: ≤1600cc or ≤97kW","Nov",2011,54887,559
"2","Cat B: >1600cc or >97kW","Nov",2011,77340,353
"2","Cat D: Motorcycles","Nov",2011,1889,394
"2","Cat C: Buses","Nov",2011,40189,256
"1","Cat A: ≤1600cc or ≤97kW","Nov",2011,55997,548
"1","Cat B: >1600cc or >97kW","Nov",2011,77000,356
"1","Cat D: Motorcycles","Nov",2011,2012,388
"1","Cat C: Buses","Nov",2011,40803,244
"2","Cat A: ≤1600cc or ≤97kW","Oct",2011,56112,565
"2","Cat B: >1600cc or >97kW","Oct",2011,75889,353
"2","Cat D: Motorcycles","Oct",2011,2091,387
"2","Cat C: Buses","Oct",2011,37011,244
"1","Cat A: ≤1600cc or ≤97kW","Oct",2011,50289,549
"1","Cat B: >1600cc or >97kW","Oct",2011,63600,356
"1","Cat D: Motorcycles","Oct",2011,2078,394
"1","Cat C: Buses","Oct",2011,32801,249
"2","Cat A: ≤1600cc or ≤97kW","Sep",2011,48006,548
"2","Cat B: >1600cc or >97kW","Sep",2011,64889,353
"2","Cat D: Motorcycles","Sep",2011,2109,392
"2","Cat C: Buses","Sep",2011,30089,250
"1","Cat A: ≤1600cc or ≤97kW","Sep",2011,51000,548
"1","Cat B: >1600cc or >97kW","Sep",2011,63002,359
"1","Cat D: Motorcycles","Sep",2011,2339,388
"1","Cat C: Buses","Sep",2011,31900,243
"2","Cat A: ≤1600cc or ≤97kW","Aug",2011,49301,557
"2","Cat B: >1600cc or >97kW","Aug",2011,65521,353
"2","Cat D: Motorcycles","Aug",2011,1999,387
"2","Cat C: Buses","Aug",2011,32289,245
"1","Cat A: ≤1600cc or ≤97kW","Aug",2011,48801,566
"1","Cat B: >1600cc or >97kW","Aug",2011,70890,354
"1","Cat D: Motorcycles","Aug",2011,1890,390
"1","Cat C: Buses","Aug",2011,34009,241
"2","Cat A: ≤1600cc or ≤97kW","Jul",2011,56002,510
"2","Cat B: >1600cc or >97kW","Jul",2011,72501,436
"2","Cat D: Motorcycles","Jul",2011,2012,332
"2","Cat C: Buses","Jul",2011,34502,284
"1","Cat A: ≤1600cc or ≤97kW","Jul",2011,55989,514
"1","Cat B: >1600cc or >97kW","Jul",2011,68501,445
"1","Cat D: Motorcycles","Jul",2011,2360,325
"1","Cat C: Buses","Jul",2011,32590,276
"2","Cat A: ≤1600cc or ≤97kW","Jun",2011,50244,512
"2","Cat B: >1600cc or >97kW","Jun",2011,67700,423
"2","Cat D: Motorcycles","Jun",2011,2290,328
"2","Cat C: Buses","Jun",2011,31089,279
"1","Cat A: ≤1600cc or ≤97kW","Jun",2011,53390,510
"1","Cat B: >1600cc or >97kW","Jun",2011,63000,424
"1","Cat D: Motorcycles","Jun",2011,2491,327
"1","Cat C: Buses","Jun",2011,29006,276
"2","Cat A: ≤1600cc or ≤97kW","May",2011,46989,523
"2","Cat B: >1600cc or >97kW","May",2011,56300,424
"2","Cat D: Motorcycles","May",2011,2013,326
"2","Cat C: Buses","May",2011,22989,283
"1","Cat A: ≤1600cc or ≤97kW","May",2011,44790,511
"1","Cat B: >1600cc or >97kW","May",2011,56011,439
"1","Cat D: Motorcycles","May",2011,2253,330
"1","Cat C: Buses","May",2011,21889,277
"2","Cat A: ≤1600cc or ≤97kW","Apr",2011,44000,565
"2","Cat B: >1600cc or >97kW","Apr",2011,56801,423
"2","Cat D: Motorcycles","Apr",2011,2502,326
"2","Cat C: Buses","Apr",2011,23900,227
"1","Cat A: ≤1600cc or ≤97kW","Apr",2011,43212,512
"1","Cat B: >1600cc or >97kW","Apr",2011,55001,425
"1","Cat D: Motorcycles","Apr",2011,2490,340
"1","Cat C: Buses","Apr",2011,28189,276
"2","Cat A: ≤1600cc or ≤97kW","Mar",2011,43813,527
"2","Cat B: >1600cc or >97kW","Mar",2011,57002,424
"2","Cat D: Motorcycles","Mar",2011,2534,362
"2","Cat C: Buses","Mar",2011,29690,281
"1","Cat A: ≤1600cc or ≤97kW","Mar",2011,42600,532
"1","Cat B: >1600cc or >97kW","Mar",2011,61894,424
"1","Cat D: Motorcycles","Mar",2011,2604,325
"1","Cat C: Buses","Mar",2011,30001,276
"2","Cat A: ≤1600cc or ≤97kW","Feb",2011,42999,511
"2","Cat B: >1600cc or >97kW","Feb",2011,62000,424
"2","Cat D: Motorcycles","Feb",2011,2001,330
"2","Cat C: Buses","Feb",2011,29011,287
"1","Cat A: ≤1600cc or ≤97kW","Feb",2011,37124,523
"1","Cat B: >1600cc or >97kW","Feb",2011,53400,431
"1","Cat D: Motorcycles","Feb",2011,1819,328
"1","Cat C: Buses","Feb",2011,28589,275
"2","Cat A: ≤1600cc or ≤97kW","Jan",2011,40123,607
"2","Cat B: >1600cc or >97kW","Jan",2011,58910,483
"2","Cat D: Motorcycles","Jan",2011,1690,339
"2","Cat C: Buses","Jan",2011,30000,207
"1","Cat A: ≤1600cc or ≤97kW","Jan",2011,38889,614
"1","Cat B: >1600cc or >97kW","Jan",2011,69000,481
"1","Cat D: Motorcycles","Jan",2011,1503,340
"1","Cat C: Buses","Jan",2011,35111,205
"2","Cat A: ≤1600cc or ≤97kW","Dec",2010,46129,617
"2","Cat B: >1600cc or >97kW","Dec",2010,72001,499
"2","Cat D: Motorcycles","Dec",2010,1551,369
"2","Cat C: Buses","Dec",2010,33501,208
"1","Cat A: ≤1600cc or ≤97kW","Dec",2010,47604,598
"1","Cat B: >1600cc or >97kW","Dec",2010,62502,479
"1","Cat D: Motorcycles","Dec",2010,1701,337
"1","Cat C: Buses","Dec",2010,32001,208
"2","Cat A: ≤1600cc or ≤97kW","Nov",2010,39000,597
"2","Cat B: >1600cc or >97kW","Nov",2010,47890,480
"2","Cat D: Motorcycles","Nov",2010,1502,361
"2","Cat C: Buses","Nov",2010,31202,205
"1","Cat A: ≤1600cc or ≤97kW","Nov",2010,34001,598
"1","Cat B: >1600cc or >97kW","Nov",2010,45501,482
"1","Cat D: Motorcycles","Nov",2010,1452,357
"1","Cat C: Buses","Nov",2010,31006,205
"2","Cat A: ≤1600cc or ≤97kW","Oct",2010,32415,647
"2","Cat B: >1600cc or >97kW","Oct",2010,44600,479
"2","Cat D: Motorcycles","Oct",2010,1689,333
"2","Cat C: Buses","Oct",2010,30511,210
"1","Cat A: ≤1600cc or ≤97kW","Oct",2010,33132,601
"1","Cat B: >1600cc or >97kW","Oct",2010,42801,479
"1","Cat D: Motorcycles","Oct",2010,1502,345
"1","Cat C: Buses","Oct",2010,30889,218
"2","Cat A: ≤1600cc or ≤97kW","Sep",2010,30001,597
"2","Cat B: >1600cc or >97kW","Sep",2010,42501,488
"2","Cat D: Motorcycles","Sep",2010,1452,338
"2","Cat C: Buses","Sep",2010,31001,206
"1","Cat A: ≤1600cc or ≤97kW","Sep",2010,33089,631
"1","Cat B: >1600cc or >97kW","Sep",2010,44129,479
"1","Cat D: Motorcycles","Sep",2010,1502,342
"1","Cat C: Buses","Sep",2010,33000,204
"2","Cat A: ≤1600cc or ≤97kW","Aug",2010,29000,606
"2","Cat B: >1600cc or >97kW","Aug",2010,42810,482
"2","Cat D: Motorcycles","Aug",2010,1251,335
"2","Cat C: Buses","Aug",2010,30002,206
"1","Cat A: ≤1600cc or ≤97kW","Aug",2010,32104,622
"1","Cat B: >1600cc or >97kW","Aug",2010,43334,479
"1","Cat D: Motorcycles","Aug",2010,1301,336
"1","Cat C: Buses","Aug",2010,30112,205
"2","Cat A: ≤1600cc or ≤97kW","Jul",2010,36162,699
"2","Cat B: >1600cc or >97kW","Jul",2010,42889,552
"2","Cat D: Motorcycles","Jul",2010,1290,337
"2","Cat C: Buses","Jul",2010,30601,183
"1","Cat A: ≤1600cc or ≤97kW","Jul",2010,29501,700
"1","Cat B: >1600cc or >97kW","Jul",2010,35909,557
"1","Cat D: Motorcycles","Jul",2010,1320,351
"1","Cat C: Buses","Jul",2010,31389,177
"2","Cat A: ≤1600cc or ≤97kW","Jun",2010,31510,699
"2","Cat B: >1600cc or >97kW","Jun",2010,39911,557
"2","Cat D: Motorcycles","Jun",2010,1454,340
"2","Cat C: Buses","Jun",2010,31689,182
"1","Cat A: ≤1600cc or ≤97kW","Jun",2010,30051,706
"1","Cat B: >1600cc or >97kW","Jun",2010,40002,553
"1","Cat D: Motorcycles","Jun",2010,1452,359
"1","Cat C: Buses","Jun",2010,30189,178
"2","Cat A: ≤1600cc or ≤97kW","May",2010,27389,699
"2","Cat B: >1600cc or >97kW","May",2010,34600,561
