"bidding_exercise","category","month_year","quota_premium","bid_to_quota"
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2013",87910,1.34816753926702
"2","Cat D (Motorcycles)","Oct 2013",1804,1.21576763485477
"2","Cat C (Goods vehicles and buses)","Oct 2013",68002,1.36121673003802
"2","Cat E (Open)","Oct 2013",92289,1.25278810408922
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2013",72609,1.60326086956522
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2013",84578,1.28191489361702
"1","Cat D (Motorcycles)","Nov 2013",1710,1.16837782340862
"1","Cat C (Goods vehicles and buses)","Nov 2013",55503,1.66147859922179
"1","Cat E (Open)","Nov 2013",89001,1.38827838827839
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2013",74991,1.78571428571429
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2013",79300,1.41424802110818
"2","Cat D (Motorcycles)","Nov 2013",1712,1.12889812889813
"2","Cat C (Goods vehicles and buses)","Nov 2013",55002,1.53875968992248
"2","Cat E (Open)","Nov 2013",83000,1.54135338345865
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2013",73160,1.62362637362637
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2013",73010,1.47184986595174
"1","Cat D (Motorcycles)","Dec 2013",1782,1.34511434511435
"1","Cat C (Goods vehicles and buses)","Dec 2013",51112,1.39147286821705
"1","Cat E (Open)","Dec 2013",76901,1.38257575757576
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2013",74002,1.56403269754768
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2013",75700,1.3262599469496
"2","Cat D (Motorcycles)","Dec 2013",1812,1.29770992366412
"2","Cat C (Goods vehicles and buses)","Dec 2013",48001,1.2851711026616
"2","Cat E (Open)","Dec 2013",77501,1.39925373134328
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2014",72369,1.71153846153846
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2014",78700,1.50518134715026
"1","Cat D (Motorcycles)","Jan 2014",1989,1.10838445807771
"1","Cat C (Goods vehicles and buses)","Jan 2014",48889,1.3062015503876
"1","Cat E (Open)","Jan 2014",79000,1.50191570881226
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2014",72290,1.96739130434783
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2014",79000,1.3027989821883
"2","Cat D (Motorcycles)","Jan 2014",2704,1.58250497017893
"2","Cat C (Goods vehicles and buses)","Jan 2014",50001,1.34848484848485
"2","Cat E (Open)","Jan 2014",78810,1.42911877394636
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2014",71564,1.98618784530387
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2014",75300,1.45277777777778
"1","Cat D (Motorcycles)","Feb 2014",3051,1.52354570637119
"1","Cat C (Goods vehicles and buses)","Feb 2014",51002,1.36329588014981
"1","Cat E (Open)","Feb 2014",77003,1.6875
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2014",77201,1.93370165745856
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2014",78604,1.46197183098592
"2","Cat D (Motorcycles)","Feb 2014",3501,1.32777777777778
"2","Cat C (Goods vehicles and buses)","Feb 2014",52890,1.41516245487365
"2","Cat E (Open)","Feb 2014",79000,1.66321243523316
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2014",76999,1.68493150684932
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2014",80710,1.42571428571429
"1","Cat D (Motorcycles)","Mar 2014",4001,1.3125
"1","Cat C (Goods vehicles and buses)","Mar 2014",56302,1.65660377358491
"1","Cat E (Open)","Mar 2014",82000,1.51295336787565
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2014",78602,1.5939226519337
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2014",82900,1.48441926345609
"2","Cat D (Motorcycles)","Mar 2014",4289,1.24722222222222
"2","Cat C (Goods vehicles and buses)","Mar 2014",53891,1.33834586466165
"2","Cat E (Open)","Mar 2014",84001,1.51813471502591
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2014",77400,1.46321525885559
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2014",84504,1.44077134986226
"1","Cat D (Motorcycles)","Apr 2014",4489,1.34020618556701
"1","Cat C (Goods vehicles and buses)","Apr 2014",49503,1.14339622641509
"1","Cat E (Open)","Apr 2014",84100,1.42211055276382
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2014",71335,1.42105263157895
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2014",75010,1.38461538461538
"2","Cat D (Motorcycles)","Apr 2014",4502,1.34794520547945
"2","Cat C (Goods vehicles and buses)","Apr 2014",32980,1.44117647058824
"2","Cat E (Open)","Apr 2014",73810,1.61458333333333
"1","Cat A (Cars up to 1600cc and 97kW)","May 2014",60002,1.317738791423
"1","Cat B (Cars above 1600cc or 97kW)","May 2014",70002,1.61076604554865
"1","Cat D (Motorcycles)","May 2014",4001,1.29737609329446
"1","Cat C (Goods vehicles and buses)","May 2014",36301,1.83804627249357
"1","Cat E (Open)","May 2014",65501,1.77966101694915
"2","Cat A (Cars up to 1600cc and 97kW)","May 2014",65689,1.95874263261297
"2","Cat B (Cars above 1600cc or 97kW)","May 2014",68103,1.47933884297521
"2","Cat D (Motorcycles)","May 2014",4003,1.37430167597765
"2","Cat C (Goods vehicles and buses)","May 2014",40889,1.80867346938776
"2","Cat E (Open)","May 2014",67290,1.69047619047619
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2014",63190,2.05128205128205
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2014",67304,1.6336032388664
"1","Cat D (Motorcycles)","Jun 2014",4089,1.29768786127168
"1","Cat C (Goods vehicles and buses)","Jun 2014",43001,1.6025974025974
"1","Cat E (Open)","Jun 2014",67334,1.58703071672355
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2014",61899,2.04322200392927
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2014",65700,1.46122448979592
"2","Cat D (Motorcycles)","Jun 2014",3890,1.30649350649351
"2","Cat C (Goods vehicles and buses)","Jun 2014",42001,1.52685421994885
"2","Cat E (Open)","Jun 2014",65301,1.43708609271523
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2014",61990,2.09551656920078
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2014",64889,1.64705882352941
"1","Cat D (Motorcycles)","Jul 2014",4001,1.20639534883721
"1","Cat C (Goods vehicles and buses)","Jul 2014",43390,1.66581632653061
"1","Cat E (Open)","Jul 2014",63001,1.5
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2014",62890,2.33791748526523
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2014",65001,1.70682730923695
"2","Cat D (Motorcycles)","Jul 2014",4252,1.18155619596542
"2","Cat C (Goods vehicles and buses)","Jul 2014",52010,1.9923273657289
"2","Cat E (Open)","Jul 2014",65002,1.5141065830721
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2014",64600,1.89198606271777
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2014",68689,2.14990138067061
"1","Cat D (Motorcycles)","Aug 2014",4353,1.13924050632911
"1","Cat C (Goods vehicles and buses)","Aug 2014",54009,1.9438202247191
"1","Cat E (Open)","Aug 2014",69001,1.75102040816327
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2014",65710,1.72869565217391
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2014",72990,2.24703557312253
"2","Cat D (Motorcycles)","Aug 2014",4354,1.12111801242236
"2","Cat C (Goods vehicles and buses)","Aug 2014",52390,1.66147859922179
"2","Cat E (Open)","Aug 2014",72810,1.48547717842324
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2014",64841,1.42132867132867
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2014",73010,1.77886497064579
"1","Cat D (Motorcycles)","Sept 2014",4453,1.20886075949367
"1","Cat C (Goods vehicles and buses)","Sept 2014",49901,1.66279069767442
"1","Cat E (Open)","Sept 2014",74403,1.59751037344398
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2014",62000,1.38219895287958
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2014",71990,1.54223968565815
"2","Cat D (Motorcycles)","Sept 2014",4504,1.23125
"2","Cat C (Goods vehicles and buses)","Sept 2014",49889,1.67432950191571
"2","Cat E (Open)","Sept 2014",74801,1.54296875
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2014",63880,1.90782608695652
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2014",72180,1.68712871287129
"1","Cat D (Motorcycles)","Oct 2014",4800,1.58860759493671
"1","Cat C (Goods vehicles and buses)","Oct 2014",57389,1.99227799227799
"1","Cat E (Open)","Oct 2014",72003,1.59183673469388
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2014",63990,1.90909090909091
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2014",72002,1.62130177514793
"2","Cat D (Motorcycles)","Oct 2014",4412,1.3596214511041
"2","Cat C (Goods vehicles and buses)","Oct 2014",61000,1.55805243445693
"2","Cat E (Open)","Oct 2014",72201,1.38429752066116
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2014",64900,1.70128022759602
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2014",70890,1.44947735191638
"1","Cat D (Motorcycles)","Nov 2014",4290,1.20253164556962
"1","Cat C (Goods vehicles and buses)","Nov 2014",63701,1.7972027972028
"1","Cat E (Open)","Nov 2014",71300,1.48161764705882
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2014",67889,1.63195435092725
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2014",72890,1.57894736842105
"2","Cat D (Motorcycles)","Nov 2014",4189,1.20061728395062
"2","Cat C (Goods vehicles and buses)","Nov 2014",65001,1.83098591549296
"2","Cat E (Open)","Nov 2014",73900,1.45247148288973
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2014",67089,1.40479548660085
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2014",74389,1.49486301369863
"1","Cat D (Motorcycles)","Dec 2014",4210,1.23270440251572
"1","Cat C (Goods vehicles and buses)","Dec 2014",60001,1.39007092198582
"1","Cat E (Open)","Dec 2014",76904,1.39622641509434
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2014",65889,1.23120567375887
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2014",74000,1.30397236614853
"2","Cat D (Motorcycles)","Dec 2014",4312,1.15047021943574
"2","Cat C (Goods vehicles and buses)","Dec 2014",52100,1.79865771812081
"2","Cat E (Open)","Dec 2014",73990,1.68939393939394
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2015",66010,1.33522727272727
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2015",75289,1.45884413309982
"1","Cat D (Motorcycles)","Jan 2015",4403,1.16510903426791
"1","Cat C (Goods vehicles and buses)","Jan 2015",55011,1.8974358974359
"1","Cat E (Open)","Jan 2015",75200,1.41911764705882
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2015",65001,1.51489361702128
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2015",76889,1.58854166666667
"2","Cat D (Motorcycles)","Jan 2015",4889,1.39071038251366
"2","Cat C (Goods vehicles and buses)","Jan 2015",55012,1.76428571428571
"2","Cat E (Open)","Jan 2015",76790,1.63257575757576
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2015",62002,1.3054435483871
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2015",70890,1.32458563535912
"1","Cat D (Motorcycles)","Feb 2015",5504,1.33797909407666
"1","Cat C (Goods vehicles and buses)","Feb 2015",52101,1.68108108108108
"1","Cat E (Open)","Feb 2015",71921,1.59116022099448
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2015",57199,1.30971659919028
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2015",66751,1.43628808864266
"2","Cat D (Motorcycles)","Feb 2015",5800,1.36082474226804
"2","Cat C (Goods vehicles and buses)","Feb 2015",53202,1.8
"2","Cat E (Open)","Feb 2015",67901,1.93264248704663
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2015",61410,2.14792299898683
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2015",68668,1.71369294605809
"1","Cat D (Motorcycles)","Mar 2015",5501,1.18685121107266
"1","Cat C (Goods vehicles and buses)","Mar 2015",56501,1.69354838709677
"1","Cat E (Open)","Mar 2015",70500,1.84
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2015",64700,2.2806484295846
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2015",71889,1.87275242047026
"2","Cat D (Motorcycles)","Mar 2015",5610,1.34615384615385
"2","Cat C (Goods vehicles and buses)","Mar 2015",59999,1.875
"2","Cat E (Open)","Mar 2015",72100,1.66666666666667
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2015",67749,2.36842105263158
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2015",76612,2.3005540166205
"1","Cat D (Motorcycles)","Apr 2015",6312,1.54545454545455
"1","Cat C (Goods vehicles and buses)","Apr 2015",64001,1.54255319148936
"1","Cat E (Open)","Apr 2015",78000,1.66310160427807
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2015",67601,2.08206686930091
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2015",78001,2.09478021978022
"2","Cat D (Motorcycles)","Apr 2015",6801,1.31929824561404
"2","Cat C (Goods vehicles and buses)","Apr 2015",53001,1.4639175257732
"2","Cat E (Open)","Apr 2015",79500,1.88068181818182
"1","Cat A (Cars up to 1600cc and 97kW)","May 2015",68589,2.00207756232687
"1","Cat B (Cars above 1600cc or 97kW)","May 2015",77600,1.74625267665953
"1","Cat D (Motorcycles)","May 2015",6512,1.38323353293413
"1","Cat C (Goods vehicles and buses)","May 2015",50098,1.46112600536193
"1","Cat E (Open)","May 2015",78004,1.52397260273973
"2","Cat A (Cars up to 1600cc and 97kW)","May 2015",66590,1.639470013947
"2","Cat B (Cars above 1600cc or 97kW)","May 2015",75002,1.47784810126582
"2","Cat D (Motorcycles)","May 2015",6501,1.29640718562874
"2","Cat C (Goods vehicles and buses)","May 2015",52001,1.47567567567568
"2","Cat E (Open)","May 2015",78001,1.28621908127208
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2015",66000,1.35684357541899
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2015",75000,1.48977395048439
"1","Cat D (Motorcycles)","Jun 2015",6509,1.26843657817109
"1","Cat C (Goods vehicles and buses)","Jun 2015",50900,1.36927223719677
"1","Cat E (Open)","Jun 2015",75801,1.44117647058824
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2015",61000,1.23582925122463
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2015",71509,1.23275862068966
"2","Cat D (Motorcycles)","Jun 2015",6401,1.23415977961433
"2","Cat C (Goods vehicles and buses)","Jun 2015",50502,1.28954423592493
"2","Cat E (Open)","Jun 2015",74501,1.37132352941176
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2015",58700,1.28990450204638
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2015",65501,1.31156316916488
"1","Cat D (Motorcycles)","Jul 2015",6508,1.28787878787879
"1","Cat C (Goods vehicles and buses)","Jul 2015",50001,1.28648648648649
"1","Cat E (Open)","Jul 2015",69001,1.5
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2015",55889,1.37003484320557
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2015",58109,1.30967741935484
"2","Cat D (Motorcycles)","Jul 2015",6312,1.46827794561934
"2","Cat C (Goods vehicles and buses)","Jul 2015",50002,1.22641509433962
"2","Cat E (Open)","Jul 2015",60101,1.62132352941176
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2015",56209,1.44905213270142
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2015",60789,1.54588457899716
"1","Cat D (Motorcycles)","Aug 2015",6201,1.17415730337079
"1","Cat C (Goods vehicles and buses)","Aug 2015",49302,1.43715846994536
"1","Cat E (Open)","Aug 2015",57885,1.67217630853994
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2015",57498,1.47892938496583
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2015",62140,1.46597353497164
"2","Cat D (Motorcycles)","Aug 2015",6112,1.43989071038251
"2","Cat C (Goods vehicles and buses)","Aug 2015",46501,1.54945054945055
"2","Cat E (Open)","Aug 2015",61001,1.67768595041322
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2015",57089,1.51244075829384
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2015",62101,1.53729933899906
"1","Cat D (Motorcycles)","Sept 2015",6512,1.33239436619718
"1","Cat C (Goods vehicles and buses)","Sept 2015",46801,2.03846153846154
"1","Cat E (Open)","Sept 2015",61010,1.59779614325069
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2015",55399,1.34914048606995
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2015",60001,1.29584120982987
"2","Cat D (Motorcycles)","Sept 2015",6158,1.26616915422886
"2","Cat C (Goods vehicles and buses)","Sept 2015",45289,1.95604395604396
"2","Cat E (Open)","Sept 2015",61300,1.47282608695652
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2015",56001,1.31001778304683
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2015",58190,1.29895931882687
"1","Cat D (Motorcycles)","Oct 2015",6201,1.095
"1","Cat C (Goods vehicles and buses)","Oct 2015",44890,1.81868131868132
"1","Cat E (Open)","Oct 2015",58801,1.59016393442623
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2015",57301,1.3189349112426
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2015",59889,1.2739981360671
"2","Cat D (Motorcycles)","Oct 2015",6302,1.2112676056338
"2","Cat C (Goods vehicles and buses)","Oct 2015",42303,1.77083333333333
"2","Cat E (Open)","Oct 2015",60000,1.61772853185596
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2015",56001,1.20733173076923
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2015",57501,1.22179363548698
"1","Cat D (Motorcycles)","Nov 2015",5912,1.22188449848024
"1","Cat C (Goods vehicles and buses)","Nov 2015",43809,1.54356846473029
"1","Cat E (Open)","Nov 2015",60689,1.37602179836512
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2015",59200,1.28760529482551
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2015",61103,1.3488824101069
"2","Cat D (Motorcycles)","Nov 2015",6502,1.32522796352584
"2","Cat C (Goods vehicles and buses)","Nov 2015",45890,1.5748987854251
"2","Cat E (Open)","Nov 2015",62019,1.42191780821918
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2015",56989,1.25559481743227
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2015",60001,1.28419010669253
"1","Cat D (Motorcycles)","Dec 2015",6501,1.16619718309859
"1","Cat C (Goods vehicles and buses)","Dec 2015",48101,1.43153526970954
"1","Cat E (Open)","Dec 2015",60003,1.35989010989011
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2015",54301,1.18514080287597
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2015",55001,1.16845180136319
"2","Cat D (Motorcycles)","Dec 2015",6600,1.18674698795181
"2","Cat C (Goods vehicles and buses)","Dec 2015",46001,1.27459016393443
"2","Cat E (Open)","Dec 2015",57501,1.42222222222222
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2016",45002,1.21338155515371
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2016",54920,1.22882181110029
"1","Cat D (Motorcycles)","Jan 2016",6889,1.2469512195122
"1","Cat C (Goods vehicles and buses)","Jan 2016",42036,1.4349593495935
"1","Cat E (Open)","Jan 2016",55089,1.37569060773481
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2016",51301,2.07172995780591
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2016",50089,1.30019493177388
"2","Cat D (Motorcycles)","Jan 2016",6512,1.26911314984709
"2","Cat C (Goods vehicles and buses)","Jan 2016",46502,1.59917355371901
"2","Cat E (Open)","Jan 2016",51000,1.98055555555556
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2016",46651,1.45829244357213
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2016",38610,1.33552631578947
"1","Cat D (Motorcycles)","Feb 2016",6503,1.34510869565217
"1","Cat C (Goods vehicles and buses)","Feb 2016",45036,1.39634146341463
"1","Cat E (Open)","Feb 2016",44001,1.847533632287
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2016",43000,1.44704734016593
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2016",46970,2.39900662251656
"2","Cat D (Motorcycles)","Feb 2016",6353,1.25414364640884
"2","Cat C (Goods vehicles and buses)","Feb 2016",45001,1.44848484848485
"2","Cat E (Open)","Feb 2016",45009,1.91447368421053
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2016",45000,1.73044761436301
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2016",47604,2.23821339950372
"1","Cat D (Motorcycles)","Mar 2016",6503,1.20448179271709
"1","Cat C (Goods vehicles and buses)","Mar 2016",48890,1.59876543209877
"1","Cat E (Open)","Mar 2016",48002,2.11804008908686
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2016",45504,1.86848514369216
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2016",46502,2.04180327868852
"2","Cat D (Motorcycles)","Mar 2016",6589,1.20168067226891
"2","Cat C (Goods vehicles and buses)","Mar 2016",46502,1.35329341317365
"2","Cat E (Open)","Mar 2016",46667,2.01769911504425
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2016",46009,1.7667458432304
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2016",47000,1.8448275862069
"1","Cat D (Motorcycles)","Apr 2016",6503,1.27450980392157
"1","Cat C (Goods vehicles and buses)","Apr 2016",44213,1.43292682926829
"1","Cat E (Open)","Apr 2016",47510,2.39622641509434
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2016",47300,1.61348205625606
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2016",49602,1.95210569777044
"2","Cat D (Motorcycles)","Apr 2016",6501,1.22408963585434
"2","Cat C (Goods vehicles and buses)","Apr 2016",43002,1.47852760736196
"2","Cat E (Open)","Apr 2016",49501,1.84105960264901
"1","Cat A (Cars up to 1600cc and 97kW)","May 2016",47889,1.5536519386835
"1","Cat B (Cars above 1600cc or 97kW)","May 2016",51010,1.66552667578659
"1","Cat D (Motorcycles)","May 2016",6302,1.30075187969925
"1","Cat C (Goods vehicles and buses)","May 2016",42302,1.39655172413793
"1","Cat E (Open)","May 2016",49000,1.84
"2","Cat A (Cars up to 1600cc and 97kW)","May 2016",47020,1.45557059088859
"2","Cat B (Cars above 1600cc or 97kW)","May 2016",49156,1.51073519843852
"2","Cat D (Motorcycles)","May 2016",6303,1.20772946859903
"2","Cat C (Goods vehicles and buses)","May 2016",43002,1.55021834061135
"2","Cat E (Open)","May 2016",49700,1.52621722846442
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2016",53694,2.04914337240757
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2016",56000,2.33741496598639
"1","Cat D (Motorcycles)","Jun 2016",6302,1.2997542997543
"1","Cat C (Goods vehicles and buses)","Jun 2016",46434,1.5219298245614
"1","Cat E (Open)","Jun 2016",55100,1.6044776119403
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2016",55200,1.75710479573712
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2016",57010,1.9917976760082
"2","Cat D (Motorcycles)","Jun 2016",6303,1.17298578199052
"2","Cat C (Goods vehicles and buses)","Jun 2016",48002,1.5
"2","Cat E (Open)","Jun 2016",57390,1.87546468401487
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2016",52301,1.43744374437444
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2016",56089,1.73383253914227
"1","Cat D (Motorcycles)","Jul 2016",6012,1.28361858190709
"1","Cat C (Goods vehicles and buses)","Jul 2016",47889,1.30801687763713
"1","Cat E (Open)","Jul 2016",56002,1.45067698259188
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2016",53000,1.40625
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2016",57508,1.66712235133288
"2","Cat D (Motorcycles)","Jul 2016",6302,1.36279069767442
"2","Cat C (Goods vehicles and buses)","Jul 2016",49890,1.49565217391304
"2","Cat E (Open)","Jul 2016",57501,1.57581573896353
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2016",52503,1.34390485629336
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2016",57903,1.61377245508982
"1","Cat D (Motorcycles)","Aug 2016",6206,1.38461538461538
"1","Cat C (Goods vehicles and buses)","Aug 2016",48302,1.38418079096045
"1","Cat E (Open)","Aug 2016",58201,1.42191142191142
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2016",53334,1.37807276302852
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2016",56500,1.56287425149701
"2","Cat D (Motorcycles)","Aug 2016",6352,1.48219178082192
"2","Cat C (Goods vehicles and buses)","Aug 2016",48001,1.31111111111111
"2","Cat E (Open)","Aug 2016",56956,1.37333333333333
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2016",51506,1.32510885341074
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2016",57002,1.59110787172012
"1","Cat D (Motorcycles)","Sept 2016",6452,1.43922651933702
"1","Cat C (Goods vehicles and buses)","Sept 2016",49801,1.48571428571429
"1","Cat E (Open)","Sept 2016",56889,1.57860262008734
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2016",50000,1.29980079681275
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2016",55501,1.50747384155456
"2","Cat D (Motorcycles)","Sept 2016",6501,1.18610421836228
"2","Cat C (Goods vehicles and buses)","Sept 2016",49890,1.33898305084746
"2","Cat E (Open)","Sept 2016",55201,1.37995337995338
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2016",51507,1.4234496124031
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2016",53001,1.32222222222222
"1","Cat D (Motorcycles)","Oct 2016",6353,1.28682170542636
"1","Cat C (Goods vehicles and buses)","Oct 2016",48702,1.31818181818182
"1","Cat E (Open)","Oct 2016",54200,1.47247706422018
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2016",50991,1.27731092436975
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2016",56410,1.31940298507463
"2","Cat D (Motorcycles)","Oct 2016",6354,1.19444444444444
"2","Cat C (Goods vehicles and buses)","Oct 2016",45589,1.34042553191489
"2","Cat E (Open)","Oct 2016",56340,1.58041958041958
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2016",52668,1.45152928978745
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2016",56206,1.49368968077209
"1","Cat D (Motorcycles)","Nov 2016",6311,1.1453634085213
"1","Cat C (Goods vehicles and buses)","Nov 2016",48001,1.52972972972973
"1","Cat E (Open)","Nov 2016",56000,1.59850374064838
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2016",50951,1.37378114842904
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2016",53001,1.36204146730463
"2","Cat D (Motorcycles)","Nov 2016",6212,1.38666666666667
"2","Cat C (Goods vehicles and buses)","Nov 2016",49002,1.57142857142857
"2","Cat E (Open)","Nov 2016",54901,1.32418952618454
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2016",48000,1.26626898047722
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2016",46229,1.2
